#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
435000,-697902.5748989726,143837.9023052121,-554064.6725937605,301.867477266283,545.0319148036813,238
440000,-698271.0218322794,143010.9603421905,-555260.0614900889,300.1320036517327,543.2645905694645,238
445000,-698690.7390694106,142205.90528830135,-556484.8337811092,298.44246331303725,541.0092132471815,238
450000,-696224.4653612995,143744.3273909284,-552480.137970371,301.67109492993404,544.5190670839891,238
455000,-697517.7162647825,144011.19499904788,-553506.5212657346,302.23116046437275,543.8234068686432,238
460000,-697246.174708527,143037.15655533786,-554209.0181531892,300.1869807102826,543.7688179408019,239
465000,-696053.5619663051,143828.86818821952,-552224.6937780856,301.84851768704715,543.8303757877663,239
470000,-697477.8043106874,143189.90001612518,-554287.9042945622,300.50753796562236,545.090699565687,238
475000,-698109.3369721714,142578.0818915009,-555531.2550806706,299.2235370808331,543.6384663436739,238
480000,-698720.8217755975,142864.31268089678,-555856.5090947007,299.8242394334545,543.6603380415409,238
485000,-698111.0434206128,143330.85050114637,-554780.1929194664,300.8033457231807,541.2883616802964,238
490000,-697777.1143792239,143347.4246596026,-554429.6897196213,300.8381293186087,543.5240502476087,238
495000,-698642.9089116324,142659.30123383465,-555983.6076777978,299.3939892188481,542.6577461716214,238
500000,-698711.2601176584,143158.4157518708,-555552.8443657876,300.44146306275087,543.0580413853196,238
505000,-696327.9787110109,143910.803435958,-552417.1752750529,302.02047227021063,545.2202865929901,238
510000,-696958.6821783604,142549.97837631137,-554408.703802049,299.16455723548904,541.5743902050675,238
515000,-698686.4210371557,142590.4421374459,-556095.9788997098,299.2494770883138,542.1292893407253,238
520000,-699241.3372447919,142972.92220311382,-556268.4150416781,300.05217436543916,542.3481009212239,238
525000,-698594.9825836131,144070.77565060393,-554524.2069330092,302.3562002535442,543.1974249883317,238
530000,-695855.9212328312,143831.2330475252,-552024.688185306,301.8534807329568,545.6287096425809,238
535000,-696935.8034423208,141794.51683783246,-555141.2866044883,297.5790970394106,543.5875085593295,238
540000,-699138.9068012531,143077.26064335625,-556061.6461578968,300.27114572996203,542.6802307568744,238
545000,-696726.2018899526,142913.37835253277,-553812.8235374199,299.9272118091619,543.7255749552972,238
550000,-697695.8642412219,143429.64451065444,-554266.2197305674,301.01068118859894,544.6318071897833,238
555000,-699470.6818723162,143659.0417885807,-555811.6400837355,301.4921090770036,541.8160012812917,238
560000,-697544.5833344026,142314.2158276934,-555230.3675067092,298.6697707804269,543.705178450174,238
565000,-696728.3241426214,143880.1559942226,-552848.1681483987,301.9561535769242,543.7164814264477,238
570000,-697027.3808060251,143302.31264211616,-553725.068163909,300.74345433590406,544.1547197446821,238
575000,-697468.8662053528,144162.33563312652,-553306.5305722263,302.54835392444517,545.6366883050246,238
580000,-698260.4420204759,143437.6352520797,-554822.8067683962,301.0274510727314,543.563649797038,238
585000,-697166.6652151723,143326.54022494744,-553840.1249902248,300.7942999001978,544.746408824547,239
590000,-697167.3244888643,143030.7327660803,-554136.591722784,300.1734993327973,544.8952639781311,239
595000,-698261.0756676411,142617.01602830878,-555644.0596393324,299.30524676561976,543.2828412626498,239
600000,-698418.0303646568,141973.1762209036,-556444.8541437532,297.95404311685826,541.2353081057927,239
605000,-698503.7121921554,142757.6547773413,-555746.0574148141,299.60040029397317,543.4575157843884,239
610000,-697555.6042947657,143652.9454406447,-553902.6588541211,301.4793148889454,542.2663002386859,239
615000,-697286.368888679,143020.6929401384,-554265.6759485406,300.15242910804636,542.9178952852775,239
620000,-697943.9456227901,143078.69510799745,-554865.2505147927,300.27415618976113,544.2536256825796,239
625000,-697592.7147367997,143379.11011253274,-554213.604624267,300.904626448981,542.2365486631626,239
630000,-698084.0868848893,141930.92766736215,-556153.1592175271,297.86537758384287,542.8321949344125,239
635000,-697115.973098346,142311.4146056186,-554804.5584927275,298.66389195553137,543.303304990316,239
640000,-698534.0749310814,142449.35608471264,-556084.7188463687,298.9533848196316,542.4446211323768,239
645000,-698234.7290501944,142095.4866962248,-556139.2423539696,298.2107317506378,542.5019262094445,239
650000,-697217.795710797,142622.07467024785,-554595.7210405491,299.31586315709984,544.472726785268,239
655000,-697822.4681008561,143612.20209351555,-554210.2660073405,301.3938082789619,543.5169159801665,239
660000,-696850.6286229128,142606.05773430038,-554244.5708886124,299.28224898468414,543.9752644773655,239
665000,-696256.2600489627,143498.8981075622,-552757.3619414004,301.1560212433072,546.1176846474482,239
670000,-697876.25750488,142989.92303570607,-554886.3344691739,300.0878534066641,543.0734485921225,239
675000,-698468.7715704758,142688.33051188805,-555780.4410585877,299.4549119297081,542.6524356650192,239
680000,-697530.849894959,143328.82251516555,-554202.0273797935,300.7990896613073,543.2661710512292,239
685000,-698490.7366208192,143778.9666243248,-554711.7699964944,301.7437910540587,543.2124490323389,239
690000,-697346.9223342845,142091.93200346455,-555254.99033082,298.2032716436786,542.4077250945086,239
695000,-698694.1504066153,142890.91194177375,-555803.2384648416,299.8800623539046,541.077674130535,239
700000,-697651.063708337,143706.06826403947,-553944.9954442976,301.5908018643979,542.7771790465823,239
705000,-698255.4807134522,142358.2336987805,-555897.2470146717,298.76214951709323,543.2754581567501,239
710000,-697094.093865226,143736.14599664026,-553357.9478685858,301.6539249294356,543.4558181416623,239
715000,-697503.9849468456,142826.67602829245,-554677.3089185532,299.74525273250623,542.4311141231553,239
720000,-697495.1352562145,143623.91134351993,-553871.2239126946,301.4183820644722,543.276801770946,239
725000,-698174.4999712491,142180.64747859913,-555993.85249265,298.3894556483405,542.9649476892705,239
730000,-699559.7999604284,143524.32850471188,-556035.4714557165,301.2093911111266,542.7823615695017,239
735000,-697465.3686362519,143460.76041640886,-554004.608219843,301.07598303061974,543.1583507256648,239
740000,-696439.0181342904,143269.8261305141,-553169.1920037763,300.6752760522574,544.7844037665959,239
745000,-697088.669352416,142898.6748413685,-554189.9945110474,299.8963540745108,544.573608017659,239
750000,-698102.924122694,142481.64847243973,-555621.2756502542,299.02115570242296,544.5962703848248,239
755000,-697537.0603395165,142958.96937840572,-554578.0909611108,300.02289206968914,541.7775043010121,239
760000,-697801.1836536783,142862.44295580138,-554938.7406978769,299.82031550805874,542.6175198679769,239
765000,-699506.7429394871,143614.4561057391,-555892.286833748,301.39853869405243,543.0864034252593,239
770000,-698559.9073583703,142812.80220643402,-555747.1051519362,299.71613623722004,543.5342796262121,239
775000,-697094.5122178853,143533.15830383048,-553561.3539140548,301.22792189572493,543.3425018704987,239
780000,-696495.4968239437,143668.9217167694,-552826.5751071742,301.51284373004074,544.8686923234006,239
785000,-698710.6110649239,143264.50492364922,-555446.1061412747,300.66410862512896,541.9971218735236,239
790000,-696849.7538056751,143969.1290813667,-552880.6247243084,302.1428782227258,542.6887575752402,239
795000,-698749.0188597627,142840.91412665078,-555908.1047331119,299.7751337218951,544.1075323394457,239
800000,-697270.0189046641,142575.27891636133,-554694.7399883028,299.21765457684313,543.4081525239129,239
805000,-698236.5899680927,143257.93327077784,-554978.6566973149,300.6503169315491,543.105565242892,239
810000,-696277.6534877638,143090.01307052252,-553187.6404172413,300.2979087941893,545.5469469930205,239
815000,-697207.4102577195,142579.3460481964,-554628.064209523,299.22619012141854,545.4313705305618,239
820000,-698553.9633722771,143661.14777766878,-554892.8155946083,301.4965288412171,542.0459042653328,239
825000,-696166.1059935633,143251.7834600317,-552914.3225335316,300.6374105429975,546.6007408992833,239
830000,-698017.9403822557,142641.57020706352,-555376.3701751921,299.35677774513385,543.1378934827582,239
835000,-698141.0792219797,143274.3002504474,-554866.7789715324,300.68466572824417,545.0231381973451,239
840000,-697181.0690548499,142952.25585230958,-554228.8132025404,300.00880263183075,543.9892911166056,239
845000,-697204.585779245,143711.45471274096,-553493.131066504,301.60210621224286,544.3255820935781,239
850000,-697646.8048166241,142799.0503118568,-554847.7545047674,299.6872756263718,544.3322426087874,239
855000,-697111.8890717803,141557.15376790334,-555554.7353038769,297.0809516273366,543.9612012726922,239
860000,-698091.165426997,143668.65379608754,-554422.5116309095,301.512281454458,544.0142899583428,239
865000,-697592.2716708039,144158.58527207753,-553433.6863987264,302.5404831754246,543.44220106147,240
870000,-697811.0071654515,144115.36353500024,-553695.6436304513,302.44977525681975,543.8150040738157,240
875000,-696103.4867302142,143266.4177989781,-552837.0689312362,300.6681231083813,545.0763264101216,240
880000,-697600.0587493279,142689.95211734882,-554910.1066319791,299.4583151352729,544.3555383917644,240
885000,-697711.301871222,142964.20359408788,-554747.0982771341,300.033876931524,541.6783107174317,240
890000,-697903.5560115278,142160.94652408414,-555742.6094874437,298.34810995750473,542.624819930112,240
895000,-699047.6988841933,142663.71545948662,-556383.9834247067,299.403253196842,541.7020316586814,240
900000,-697416.43358615,142546.22134301194,-554870.212243138,299.15667248365435,544.2983710337012,240
905000,-699545.3384569255,142284.6211453625,-557260.717311563,298.6076614757683,543.292250743438,240
910000,-697085.9103070972,143149.47744127523,-553936.432865822,300.42270454898454,543.2175219547705,240
915000,-696253.5619673682,143915.84314549624,-552337.718821872,302.03104892893606,543.7913474550734,240
920000,-696458.8901651683,143181.32698295056,-553277.5631822178,300.48954604655603,544.3576421879625,240
925000,-696215.5077160387,141950.10172743635,-554265.4059886024,297.9056175001013,543.686491153625,240
930000,-696894.1023725471,142136.28894037456,-554757.8134321726,298.2963619656987,543.131263924552,240
935000,-698566.2038868666,142208.16566177498,-556358.0382250915,298.4472070782565,542.438529289832,240
940000,-697945.7562567801,144059.6454274975,-553886.1108292826,302.3328416511404,543.3131260297052,240
945000,-697241.3156551411,143464.34953002515,-553776.966125116,301.0835153754023,546.0809508709331,240
950000,-697159.4054714544,143537.10716717393,-553622.2983042805,301.23620923443366,542.758236909776,240
955000,-697129.9825919471,142868.4184833903,-554261.5641085568,299.83285613476215,543.3666113438397,240
960000,-697769.7369448734,142661.16919656843,-555108.5677483049,299.3979094456384,544.9689670955364,240
965000,-697205.7126659751,143428.97592448894,-553776.7367414861,301.0092780506507,542.5299040747345,240
970000,-697761.0972290803,143314.2211019206,-554446.8761271597,300.7684461959192,543.554158139452,240
975000,-698099.6567259235,143138.07975252013,-554961.5769734033,300.39878462595993,542.709860343504,240
980000,-700076.4252557424,143004.20193248952,-557072.2233232529,300.11782001825316,543.3769195450839,240
985000,-697520.4681358072,142861.3394774855,-554659.1286583217,299.8179996774599,543.1459876041744,240
990000,-698735.2049558549,142866.160394641,-555869.0445612139,299.82811716441233,542.8064917340756,240
995000,-698748.1924496763,143640.20390727982,-555107.9885423966,301.45257468715073,543.9251813159092,240
1000000,-696803.9053950766,142030.75995484472,-554773.1454402319,298.074892046228,543.5924771602174,240
1005000,-697125.1552871587,143442.5343583036,-553682.6209288551,301.03773265229404,543.7561875750818,240
1010000,-697583.6507431827,144023.115299567,-553560.5354436158,302.25617717407374,545.0777941981753,240
1015000,-696626.7684848406,143073.71499387897,-553553.0534909617,300.26370460181835,544.5071655647052,240
1020000,-698677.3047740757,142667.2287231841,-556010.0760508917,299.4106263581043,543.0481640240246,240
1025000,-696123.8337077866,143842.80441426486,-552281.0292935218,301.8777651477755,545.4122029502752,240
1030000,-696960.022957033,143482.426792914,-553477.596164119,301.1214534825123,543.6548146613604,240
1035000,-696772.0556765962,143363.6014378337,-553408.4542387625,300.87207894632616,543.6359265719444,240
1040000,-697278.270013121,142685.36103313137,-554592.9089799896,299.44867999051326,545.0710499638418,240
1045000,-697547.2607551194,142785.8343841418,-554761.4263709775,299.6595398300683,542.4694641671371,240
1050000,-697238.3721778421,142132.43477846176,-555105.9373993804,298.288273373506,544.1535488772917,240
1055000,-697897.2995526846,143059.3147789557,-554837.984773729,300.23348338417463,544.133476444646,240
1060000,-696655.9418251435,143794.67053382008,-552861.2712913235,301.7767482890196,544.0651222516401,240
1065000,-697081.5400518049,142430.64887132557,-554650.8911804793,298.9141246578708,542.4298968514139,240
1070000,-696877.6715518488,143563.04235438476,-553314.629197464,301.29063848715697,544.669298466391,240
1075000,-698372.7243894124,142742.425928629,-555630.2984607834,299.56844005214003,543.8890020780241,240
1080000,-696342.7072451427,143875.40749990602,-552467.2997452366,301.9461880812017,542.7067798883005,240
1085000,-696885.1435316103,143181.63494413713,-553703.5085874731,300.49019235371844,544.4785610082745,240
1090000,-695988.5258501535,142611.41681566872,-553377.1090344848,299.2934958976827,546.0668670311171,240
1095000,-696749.0808371659,142263.0011471315,-554486.0796900345,298.56228835630606,544.0912786469767,240
1100000,-697420.8796645547,142827.04922210152,-554593.8304424533,299.7460359410477,542.9646791208249,240
1105000,-698734.8659001128,142516.682273024,-556218.1836270888,299.09467989063717,543.6124030943191,240
1110000,-697993.7282825694,143314.51595280704,-554679.2123297624,300.76906498896216,544.2601290136306,240
1115000,-697698.4145451053,142507.61292074795,-555190.8016243574,299.07564636436814,543.1105803914396,240
1120000,-696447.6675050897,143313.52669123802,-553134.1408138516,300.76698886097773,545.1209549733804,240
1125000,-697852.0170654375,143163.3202318533,-554688.6968335842,300.45175592002903,543.4503747081461,240
1130000,-696977.3877192759,142729.95514169196,-554247.4325775839,299.5422680562204,543.9783379929191,240
1135000,-696903.551347408,143509.44870943544,-553394.1026379726,301.17816341529436,544.3111849004057,240
1140000,-696041.3831890207,142745.00848791777,-553296.374701103,299.57385997724253,543.3084071973454,240
1145000,-697544.3052807795,142793.13708990306,-554751.1681908765,299.67486575828354,543.0584833852752,240
1150000,-696240.7192144436,143286.53951126273,-552954.1797031809,300.7103518285467,544.7285956679368,240
1155000,-697923.3695351542,143708.76902772792,-554214.6005074263,301.59646986085966,544.3451029662991,240
1160000,-697978.0288056969,143174.44639785093,-554803.5824078459,300.47510600792333,544.2367608055177,240
1165000,-696863.1283262912,142322.24500759318,-554540.883318698,298.68662133401546,544.0419806920448,240
1170000,-698108.6381492112,142507.06333115866,-555601.5748180526,299.07449296029176,543.8891914164361,240
1175000,-696889.5053615146,142176.852571667,-554712.6527898477,298.38149141246316,544.9804333785181,240
1180000,-697875.5008892678,143094.8009159536,-554780.6999733142,300.3079568746928,544.0382890802822,240
1185000,-697969.7243841812,143072.95951385362,-554896.7648703275,300.26211910282456,543.6494896133186,240
1190000,-696989.048576598,142479.4760493134,-554509.5725272846,299.01659651546186,542.9592160266225,240
1195000,-696846.7314643529,143066.09148487414,-553780.6399794788,300.24770541527346,543.6977833679371,240
1200000,-697067.9227801254,142639.41474637165,-554428.5080337537,299.3522541566293,544.4431467686358,240
1205000,-698338.6372677018,142944.24455819765,-555394.3927095041,299.9919896145075,542.7532191314993,240
1210000,-696219.0246851696,141905.35739154083,-554313.6672936287,297.8117141576424,543.8786105767233,240
1215000,-696914.2055786583,143340.69143172237,-553573.5141469359,300.82399853331856,544.000478369845,240
1220000,-698362.4794361433,143269.40697808715,-555093.0724580562,300.6743963920032,542.6289014534748,240
1225000,-697401.9827642003,142948.48817908904,-554453.4945851113,300.00089555037295,543.6244770425994,240
1230000,-698265.9341341429,144092.9664567645,-554172.9676773784,302.40277130725707,543.8849845281966,240
1235000,-696991.2561808857,142943.4860034763,-554047.7701774094,299.9903976627588,543.175773478388,240
1240000,-697579.4353628736,143101.6498849341,-554477.7854779395,300.3223305617036,544.578046592665,240
1245000,-697914.3764906866,142545.44075973358,-555368.935730953,299.1550343013584,541.9194130237423,240
1250000,-697100.3123356304,142754.78034640176,-554345.5319892287,299.59436782824343,542.8940896114917,240
1255000,-698319.5069863647,144204.07440000685,-554115.4325863579,302.6359495863705,544.1580949963513,240
1260000,-699369.958735961,142646.63946305375,-556723.3192729072,299.3674164119447,542.2548421697333,240
1265000,-696862.5437939176,143113.67213477156,-553748.871659146,300.3475612288041,544.1936729126923,240
1270000,-697661.1463461164,143149.08488169065,-554512.0614644258,300.4218806981805,543.9200249462034,240
1275000,-698070.8678216082,143153.003245418,-554917.8645761902,300.4301040284323,543.0448219174314,240
1280000,-696190.0553744487,143359.49219209122,-552830.5631823575,300.86345501879475,544.7440865245263,240
1285000,-697692.0198646463,142688.68513979655,-555003.3347248497,299.455656174656,542.9268329689817,240
1290000,-696037.8023424139,142412.57983034005,-553625.2225120738,298.87620380577613,543.8730004652015,239
1295000,-698065.8824303937,142844.10382060392,-555221.7786097898,299.7818278188713,542.9418137657211,239
1300000,-698709.7675763732,143199.10866648384,-555510.6589098894,300.52686383181094,543.5320040615852,240
1305000,-696679.6077209716,143761.22830774996,-552918.3794132216,301.70656428149334,543.1259706981434,240
1310000,-697483.3342218483,142044.27291518255,-555439.0613066658,298.10325121430685,542.1905622768965,240
1315000,-696262.5175386961,142578.90611979004,-553683.611418906,299.2252668593571,544.2345427483642,240
1320000,-698848.4009434027,143840.1427578316,-555008.2581855711,301.87217922431597,543.721119797257,240
1325000,-697403.2525218334,143879.512041795,-553523.7404800383,301.95480213692343,541.8104272257798,240
1330000,-697788.0748074665,143024.43847568805,-554763.6363317785,300.16028972996355,542.5833549499611,240
1335000,-697640.9570336831,142547.45008987095,-555093.5069438121,299.1592512108784,543.583924588231,240
1340000,-695826.7333708969,142695.23850138445,-553131.4948695125,299.46940948097125,542.871353759811,240
1345000,-698597.7684474317,143620.39598719164,-554977.37246024,301.41100451148026,544.6418443712325,240
1350000,-697273.9671734422,142504.5147226053,-554769.452450837,299.0691442863872,542.650313341508,240
1355000,-696919.74573908,143548.6911038052,-553371.0546352748,301.2605200292357,543.9936707586445,240
1360000,-697065.0520517663,143275.20537516565,-553789.8466766006,300.6865652812196,545.6439060774067,240
1365000,-698306.4917241004,143501.98989372526,-554804.5018303752,301.16250986469504,540.7409711174694,240
1370000,-697558.1624918589,143250.34465023642,-554307.8178416225,300.6343909641785,541.607264797601,240
1375000,-697619.79363799,142627.6239476208,-554992.1696903692,299.3275092276721,543.1596254589493,240
1380000,-697503.9992816909,142607.50012870372,-554896.4991529873,299.2852760863923,544.6905365030829,240
1385000,-697955.1943937624,142125.85527345724,-555829.3391203051,298.27446520093434,543.5238443144843,240
1390000,-696798.7871937342,142973.50489809382,-553825.2822956403,300.05339724661866,544.6682065859957,240
1395000,-697249.6136392346,142602.4096356057,-554647.2040036288,299.2745928500205,541.6704455549059,240
1400000,-698304.141491266,142688.09517693924,-555616.0463143267,299.4544180406415,543.1620667068665,240
1405000,-697565.1760248551,143017.1120643832,-554548.0639604719,300.1449140517691,542.5086230221351,240
1410000,-697649.1658088807,143359.68570991507,-554289.4800989656,300.8638611477521,542.4290947907651,240
1415000,-697232.0036174287,142705.61146848605,-554526.3921489427,299.4911788571965,544.1362458272595,240
1420000,-698254.4617385399,143774.99724193694,-554479.4644966029,301.7354606527631,542.7533570140882,240
1425000,-698814.3628120441,143777.92077626733,-555036.4420357768,301.7415961700285,543.3312192590839,240
1430000,-695570.9997775485,143431.04750312597,-552139.9522744225,301.0136255988775,545.5094067376629,240
1435000,-697420.1083546816,143083.19537449192,-554336.9129801898,300.28360073860347,542.7384985902705,240
1440000,-698185.7432449665,143013.55220281277,-555172.1910421537,300.1374430972122,543.4468405936877,240
1445000,-697389.551075662,143868.75175185953,-553520.7993238025,301.9322199000761,541.9979288415642,240
1450000,-696150.1514157192,143688.69522789144,-552461.4561878277,301.55434169284086,546.0281897980927,240
1455000,-694776.0584574835,144128.56390512607,-550647.4945523575,302.4774784029655,544.0928136069397,240
1460000,-697733.513929693,142739.55612226285,-554993.9578074302,299.5624172918375,543.3001721686959,240
1465000,-695988.0232278486,143411.9555032464,-552576.0677246022,300.97355789942384,545.1407573762682,240
1470000,-696766.3733277451,143249.70152138534,-553516.6718063598,300.63304125258844,542.7522701851772,240
1475000,-697034.2703480087,142621.41665905755,-554412.8536889511,299.314482212475,544.0828834959682,240
1480000,-698295.8272185205,143157.1310597011,-555138.6961588194,300.43876692509787,544.7659936420005,240
1485000,-697305.5396997528,143384.979706602,-553920.5599931509,300.9169447567835,543.8114217486369,240
1490000,-698208.0002653119,141454.24189465857,-556753.7583706534,296.86497414810987,543.1654577229037,240
1495000,-697090.6824049265,144515.32267645665,-552575.3597284699,303.289155247115,543.559845436283,240
1500000,-699259.617365025,143341.91075405336,-555917.7066109716,300.8265574816217,543.5589671655737,240
1505000,-696806.8749828739,144009.48993798447,-552797.3850448894,302.22758211351015,542.2163339242924,240
1510000,-697163.7278930512,142106.07027151034,-555057.6576215408,298.23294312274976,543.6039398467906,240
1515000,-698840.3544924054,142510.8739805773,-556329.4805118281,299.0824902343643,543.2862199175527,240
1520000,-698025.3057747954,142877.12335854268,-555148.1824162527,299.8511247458865,543.1445563371639,240
1525000,-695833.014924509,143265.6266916182,-552567.3882328907,300.66646283957067,544.7952874789178,239
1530000,-697457.728320112,142373.45944651793,-555084.268873594,298.794103251021,543.5275964615116,239
1535000,-698321.1093230192,143334.0133657006,-554987.0959573186,300.80998351425404,543.9977194983849,239
1540000,-696075.9487349689,143067.76053580386,-553008.188199165,300.25120819295245,544.9315199440886,239
1545000,-697676.1976927062,143704.65453956317,-553971.543153143,301.58783493124355,543.7189740289464,239
1550000,-696626.2036522315,142659.91833511594,-553966.2853171155,299.3952843073054,544.7930047830055,239
1555000,-697803.541395124,143259.83387037145,-554543.7075247526,300.6543056521535,544.270676952868,239
1560000,-697305.3303039749,143263.59369279485,-554041.73661118,300.66219625742326,544.2889488186644,239
1565000,-697872.1708427863,142912.55800749653,-554959.6128352898,299.92549018028234,545.3126020502442,239
