#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
2760000,-697195.6268307744,143261.66894407087,-553933.9578867035,300.65815685589996,543.3671493243568,240
2765000,-698281.2008789596,143500.10840203555,-554781.0924769241,301.15856124516733,544.4266237599323,240
2770000,-698827.3922883184,142434.93744414946,-556392.4548441689,298.9231249327544,544.2537409912289,240
2775000,-699004.0395444357,143837.69539851625,-555166.3441459194,301.8670430385774,543.1207761716266,240
2780000,-697304.7278375062,143303.39202303943,-554001.3358144668,300.7457195941642,544.3517934219882,240
2785000,-695817.8643882936,143666.9802032254,-552150.8841850682,301.5087691447874,544.856740016623,240
2790000,-697375.211672666,142771.95322052122,-554603.2584521448,299.6304079268876,544.1411016207103,240
2795000,-697180.1809923663,143391.4761080895,-553788.7048842767,300.93057852296687,543.3565104552677,239
2800000,-698490.8962729322,142065.105273178,-556425.7909997542,298.1469713412887,544.2036217418263,239
2805000,-697466.8775696228,143991.3366355001,-553475.5409341227,302.18948442481206,544.1300324312461,239
2810000,-698150.0714551676,144035.78190595304,-554114.2895492145,302.2827601292893,543.5333993263567,239
2815000,-698440.3910808917,143519.7168250308,-554920.674255861,301.1997127434017,544.2713145064525,239
2820000,-698604.6468313928,143164.53439891082,-555440.112432482,300.45430404914356,543.4113634227506,239
2825000,-696471.148025848,142874.72663658854,-553596.4213892594,299.8460948309725,545.2960266439499,239
2830000,-699545.534875127,143014.40430161438,-556531.1305735126,300.139231366587,542.8171656940546,239
2835000,-697952.533649534,144361.9997094248,-553590.5339401092,302.96738180268113,542.4758499383892,239
2840000,-697917.7418948347,143260.15731485118,-554657.5845799835,300.65498445355126,542.8464419212642,239
2845000,-698638.1315774363,143170.1475086083,-555467.984068828,300.46608408233953,543.8048422745262,239
2850000,-697729.6315292628,143215.85593406053,-554513.7755952022,300.5620107251781,544.1931049075966,239
2855000,-698500.8197090034,143523.89043479416,-554976.9292742093,301.2084717494089,545.053179458648,239
2860000,-698690.4684431227,143737.34424004884,-554953.1242030738,301.6564396401558,545.7398411387802,239
2865000,-696776.3487162269,143277.00867646336,-553499.3400397635,300.6903498053594,544.9670791220261,239
2870000,-698528.852338321,142831.599925409,-555697.252412912,299.7555863398313,543.0743306150373,239
2875000,-699757.1595587959,143293.2744744192,-556463.8850843767,300.7244862555993,542.87300667996,239
2880000,-696846.0578052411,143048.08826319114,-553797.9695420499,300.2099226958024,543.8938041528053,239
2885000,-696951.6172485338,142487.9756567853,-554463.6415917485,299.0344343386238,543.1224660723765,239
2890000,-696409.1566859093,143611.95855567046,-552797.1981302388,301.3932971747693,543.8909724480216,239
2895000,-697809.0965436078,142756.59729029852,-555052.4992533092,299.59818098361944,543.7807875262704,239
2900000,-697022.0008262484,143059.83409156493,-553962.1667346836,300.2345732470324,546.5785688502913,239
2905000,-698844.575950705,142991.62203672391,-555852.9539139811,300.0914190395252,543.2962895040646,239
2910000,-698306.4588212455,142841.90719589192,-555464.5516253535,299.7772178409052,543.4774581060475,239
2915000,-697657.9287166838,143199.24692125924,-554458.6817954245,300.52715398217885,545.1672670422253,239
2920000,-699285.0977985822,143055.40143562533,-556229.6963629569,300.22527059005097,542.035790507746,239
2925000,-696061.0215893476,143025.63588800424,-553035.3857013434,300.1628026964998,543.4770361804098,239
2930000,-696244.0766798453,143565.7634973925,-552678.3131824528,301.2963492529695,544.2668815383341,239
2935000,-698371.3748288173,143615.64746262255,-554755.7273661948,301.4010389522678,542.1042951158481,239
2940000,-698070.8800109373,142641.9465344186,-555428.9334765187,299.35756752993666,544.489816268467,239
2945000,-697467.7996453834,143470.13209474803,-553997.6675506353,301.09565103781847,543.3191923390884,239
2950000,-697954.6211166289,143122.3010203314,-554832.3200962974,300.36567036327995,544.2264829638274,239
2955000,-698239.6661934373,142613.2120652747,-555626.4541281626,299.2972635240242,543.822340239471,239
2960000,-697689.088541267,142313.0089028342,-555376.0796384327,298.6672378502558,545.1791203562565,239
2965000,-696792.5595018361,144247.74560028792,-552544.8139015482,302.7276007773762,543.7617681488583,239
2970000,-699092.7981488141,142397.85457409295,-556694.9435747212,298.84530043549495,542.7634687090407,239
2975000,-697275.3116116482,142542.19578207904,-554733.1158295692,299.14822418244916,543.0454282865758,239
2980000,-697357.2244767561,142849.34325100543,-554507.8812257507,299.79282362465176,545.0423343674295,239
2985000,-697824.0183335948,142009.40705451992,-555814.6112790748,298.03007947561855,545.692085856185,239
2990000,-698179.9281005207,142677.02955128392,-555502.8985492368,299.4311950066052,544.254056644824,239
2995000,-697912.4359998452,142893.7026633313,-555018.7333365139,299.8859191417388,543.471025093862,239
3000000,-697387.5693417802,143361.76915248914,-554025.800189291,300.86823359440064,542.7670282312611,239
3005000,-696504.6309193419,143515.4954376025,-552989.1354817394,301.19085346811255,543.8093355769403,239
3010000,-698063.5557734207,142447.43415829606,-555616.1216151246,298.94935134118424,542.3792944774544,239
3015000,-697471.006480352,142953.74641578598,-554517.260064566,300.01193082425516,544.103625059243,239
3020000,-698082.4161404911,143410.97571878458,-554671.4404217065,300.9715016607064,542.7155839510541,239
3025000,-697743.6761389188,143231.75778310382,-554511.918355815,300.59538336881127,543.091768732526,239
3030000,-697795.1174666882,144381.85169704948,-553413.2657696387,303.0090444613194,545.2155671569618,239
3035000,-697723.2548646745,143601.84589668555,-554121.408967989,301.3720740979078,544.905674466329,239
3040000,-698341.1836572387,143309.89665263193,-555031.2870046068,300.7593706283782,543.3919706715997,239
3045000,-697830.714770888,142644.39357795438,-555186.3211929336,299.36270305295994,543.5358755444147,239
3050000,-698484.1102107344,143962.6773117987,-554521.4328989357,302.1293381239605,541.7995803554455,239
3055000,-696679.5229360554,143338.6142932534,-553340.908642802,300.8196393168706,544.8407640873139,239
3060000,-696551.028929898,142274.90784918028,-554276.1210807178,298.5872765273821,544.0878121024717,239
3065000,-698271.2144049252,142361.51666350273,-555909.6977414226,298.76903935810714,543.9134564256819,240
3070000,-697287.3959436789,142532.87267407693,-554754.523269602,299.128658108085,544.1536176857685,240
3075000,-698150.8127800315,143867.182354856,-554283.6304251754,301.9289262625391,543.8889637989041,240
3080000,-697503.5188709497,141872.44501919323,-555631.0738517565,297.7426421352325,543.8129936705142,240
3085000,-697888.4654806433,142334.53559454816,-555553.9298860952,298.71241515065736,543.904551199239,240
3090000,-697414.7416944867,144092.16920684619,-553322.5724876405,302.4010981472781,544.5825028669528,240
3095000,-699143.0910090068,143846.66900794752,-555296.4220010593,301.8858756327516,543.5201639312756,240
3100000,-698787.808180179,143735.0622355616,-555052.7459446173,301.65165047869954,542.5483369766063,240
3105000,-697920.9156865356,142901.40033001127,-555019.5153565244,299.90207396035254,542.2520407123305,240
3110000,-696881.5752299554,142700.12574909738,-554181.4494808579,299.4796661734997,542.8126015080367,240
3115000,-698453.3098639059,143649.45095974524,-554803.8589041607,301.47198114647165,544.4972342331192,240
3120000,-698056.0809033923,144050.94498921063,-554005.1359141816,302.31458235150745,543.044380482235,240
3125000,-697929.4455391178,143254.77988820127,-554674.6656509165,300.6436990399643,543.3870391993391,240
3130000,-698132.6646279241,142913.724358698,-555218.9402692261,299.92793795996465,541.2657123932674,240
3135000,-698299.0648924783,143131.30443178175,-555167.7604606965,300.38456550188914,543.3184049437076,240
3140000,-697270.801443954,142384.56797383085,-554886.2334701231,298.8174163212365,544.3501305538872,240
3145000,-698234.7821446303,141680.3414644511,-556554.4406801793,297.3394812540286,541.2618589696035,240
3150000,-697508.5017457721,143669.6697846395,-553838.8319611326,301.51441367340857,542.6486285202914,240
3155000,-696407.474427308,142606.13319230042,-553801.3412350075,299.2824073456985,543.7676445690939,240
3160000,-697760.6705280002,141799.19462330974,-555961.4759046905,297.58891414101305,545.9784276213561,240
3165000,-698495.2829635637,143070.77890649327,-555424.5040570705,300.25754273990333,544.9393811627898,240
3170000,-696767.6805884028,143038.78471973882,-553728.8958686639,300.19039768086134,544.3951542601727,240
3175000,-697589.0655318084,143619.90907942574,-553969.1564523827,301.40998265551184,542.5182230642826,240
3180000,-698818.1653295578,143181.90527728602,-555636.2600522719,300.49075969225976,542.7790442039105,240
3185000,-697221.0477266149,143161.5288807411,-554059.5188458738,300.4479964753175,543.5680462340117,240
3190000,-698502.2283857428,142844.05770427675,-555658.170681466,299.7817310361797,543.2614049109511,240
3195000,-698085.3797900984,143618.02552395212,-554467.3542661463,301.4060297047944,543.807204047026,240
3200000,-698901.0865908023,144453.70315310295,-554447.3834376994,303.1598365503944,543.2902109714162,240
3205000,-698394.1840659403,142832.26933001474,-555561.9147359256,299.7569911954109,543.9147306432957,240
3210000,-696951.5162230846,142680.2742347995,-554271.2419882852,299.4380045082155,544.1136964046149,240
3215000,-698611.5612796927,143693.65047599815,-554917.9108036945,301.56474109537123,542.5920732285965,240
3220000,-698001.9975926597,143622.79131468778,-554379.2062779719,301.4160314998949,543.4005889681973,240
3225000,-697432.6705112932,143997.83553166979,-553434.8349796234,302.203123426496,543.211558210431,240
3230000,-697665.6179033788,143021.148711565,-554644.4691918138,300.1533856192896,541.2697315796638,240
3235000,-697868.238667829,144160.70450700805,-553707.5341608209,302.54493073821544,542.2059377773418,240
3240000,-698001.223522204,143729.36087453977,-554271.8626476643,301.63968523559555,543.899461956266,240
3245000,-696486.7194683021,143517.6075203343,-552969.1119479678,301.1952860208389,544.0256656931523,240
3250000,-698595.263778795,142789.29246711422,-555805.9713116807,299.6667971855103,543.2943512236599,240
3255000,-697210.4802019941,143342.0516627605,-553868.4285392335,300.8268532017015,543.8393844797176,240
3260000,-697919.6070343964,143432.35681933645,-554487.25021506,301.016373414127,543.8550611071299,240
3265000,-699344.2838494037,143876.2750654265,-555468.0087839772,301.94800881002794,542.3356460800273,240
3270000,-697686.8908460019,144079.047209932,-553607.8436360699,302.37355948019734,543.3201577111114,240
3275000,-698079.4771785396,143135.9652323482,-554943.5119461914,300.39434695786474,544.0505387579523,240
3280000,-697648.6455839244,143419.76183035402,-554228.8837535704,300.98994075980295,541.8382571577107,240
3285000,-697856.2550617559,144052.2483160263,-553804.0067457296,302.3173175970275,543.0204121046434,240
3290000,-697286.4001367497,142183.26207807296,-555103.1380586767,298.39494281503704,543.7566475975693,240
3295000,-699259.4155211505,141408.02524751515,-557851.3902736353,296.76798091852777,541.4413182181321,240
3300000,-695812.8066206411,142218.14143358712,-553594.6651870541,298.4681428748891,544.3849769200564,240
3305000,-698182.8984764903,143313.95149553588,-554868.9469809544,300.76788038261196,544.7977760370829,240
3310000,-697154.6774096964,141783.7319579065,-555370.9454517899,297.556463196427,544.8916600597001,240
3315000,-699061.2484942144,142009.2306700325,-557052.0178241818,298.02970930378353,544.3160234853034,240
3320000,-697420.6210198128,142978.99890002073,-554441.622119792,300.06492731258317,543.4858441230912,240
3325000,-698122.1499707061,143351.76137265097,-554770.3885980551,300.84723062366504,541.8516890847916,240
3330000,-698708.6009014631,142873.37070635415,-555835.2301951089,299.84324918853304,542.9204729233115,240
3335000,-698478.4571861927,143737.7778193195,-554740.6793668732,301.6573495775126,543.7563075379354,240
3340000,-697645.5569480001,142457.85297418153,-555187.7039738186,298.97121693861743,542.2789464825324,240
3345000,-698010.4132772288,143078.01093502453,-554932.4023422042,300.2727203403359,543.5508888022997,240
3350000,-698410.1982759349,143586.3285980175,-554823.8696779173,301.3395084964367,541.5765737205047,240
3355000,-696984.8687681686,143761.17813299858,-553223.6906351701,301.7064589815315,544.694493347057,240
3360000,-698091.0197927984,142983.5132824543,-555107.5065103441,300.07440148604377,542.9249694443436,240
3365000,-698528.3498786655,144183.3313463217,-554345.0185323438,302.5924168791606,542.9519057680517,240
3370000,-697381.5225842125,143132.705986141,-554248.8165980715,300.38750689405276,544.6030700047984,240
3375000,-697150.8451286312,142849.13196282712,-554301.713165804,299.79238020168503,543.434991687732,240
3380000,-698480.364044081,143077.14871696953,-555403.2153271114,300.27091083404486,543.1399401812105,240
3385000,-696794.5313319634,143159.9774947174,-553634.553837246,300.44474063678166,545.0275951789217,240
3390000,-696986.5908949333,143439.23703271407,-553547.3538622193,301.03081267263997,543.7512668803665,240
3395000,-696971.6658298345,142800.42360915506,-554171.2422206795,299.69015771644905,541.833070757182,240
3400000,-699075.491458172,143476.0227573895,-555599.4687007825,301.1080135614824,542.4287899443102,240
3405000,-696739.3633517972,142195.6067365322,-554543.756615265,298.42085010961716,542.7195998892322,240
3410000,-698263.1852222467,143650.8123687263,-554612.3728535203,301.4748382869614,542.4201825031479,240
3415000,-697548.8622395825,144355.1214943359,-553193.7407452465,302.95294673790545,542.7874741326686,240
3420000,-697687.1802331223,143716.94918419328,-553970.231048929,301.6136372635836,542.8043775357875,240
3425000,-696898.3259190149,143735.7908005066,-553162.5351185083,301.6531794919738,544.0819557292668,240
3430000,-696945.9601741442,143669.4168706466,-553276.5433034976,301.51388289182887,542.5462217843757,240
3435000,-696635.126564459,143015.97519174594,-553619.151372713,300.1425281376986,543.7367681425842,240
3440000,-697492.6148472447,143878.20486553657,-553614.4099817082,301.9520588127151,543.5931897172627,240
3445000,-699754.8274459895,144070.63730960395,-555684.1901363855,302.3559099222199,542.9003168805926,240
3450000,-697588.2806436284,142534.50064818928,-555053.7799954391,299.1320746793119,543.7960388029929,240
3455000,-698498.9323207056,143835.98305221082,-554662.9492684947,301.863449398437,545.5479429473775,240
3460000,-698763.5595178646,143029.21741978102,-555734.3420980836,300.17031912954616,543.0245104642141,240
3465000,-697102.9747772347,142707.06425690203,-554395.9105203326,299.4942277724483,544.9995324541176,240
3470000,-697980.3155459077,142916.27253225353,-555064.0430136542,299.9332857209547,543.840728432753,240
3475000,-696805.9361712034,144469.8680556408,-552336.0681155625,303.1937612550178,542.0061941939256,240
3480000,-696876.6100305296,143481.93801969642,-553394.6720108332,301.120427711587,544.7189709899634,240
3485000,-699082.0898376815,143714.2671900641,-555367.8226476174,301.6080086581267,542.8120425893691,240
3490000,-697342.441938255,143454.83928734067,-553887.6026509143,301.0635565681523,543.602969098444,240
3495000,-697603.2058094493,142708.7085796644,-554894.497229785,299.4976786540041,544.4390704354093,240
3500000,-697466.9024371086,144293.4479111415,-553173.4545259671,302.82351458772456,544.7683205970227,240
3505000,-698723.7502790485,143927.11067899351,-554796.639600055,302.05469569976157,543.7893653992902,240
3510000,-695322.8173676869,143370.86861887033,-551951.9487488165,300.88733032006843,545.2770610529708,240
3515000,-697015.8341318197,143513.1555409946,-553502.6785908251,301.1859428105266,544.688266521955,240
3520000,-697447.8457320556,142061.7360460569,-555386.1096859986,298.1399004644539,542.5705828100138,240
3525000,-697772.7213624357,143062.75007074486,-554709.9712916908,300.24069290857295,544.5384066555101,240
3530000,-698612.9386534062,142884.39549546636,-555728.5431579398,299.86638652037226,544.7052534704957,240
3535000,-697446.8146846662,142562.78447291913,-554884.0302117472,299.19143293385963,542.1371531876196,240
3540000,-697717.4349130262,142258.58116460434,-555458.8537484219,298.55301229656345,543.9601682497002,240
3545000,-698147.816974794,143037.76094706118,-555110.0560277328,300.1882491256437,543.1483449810647,240
3550000,-696957.8154121148,143282.5033293903,-553675.3120827245,300.70188123755446,544.0213455698416,240
3555000,-699045.9852076322,143532.7047584816,-555513.2804491506,301.2269700562716,541.9568983608497,240
3560000,-698157.9960226035,144093.5995556336,-554064.3964669699,302.40409996928156,544.010749948794,240
3565000,-697301.3297387366,142600.6373637718,-554700.6923749648,299.2708734463101,543.5990266735987,240
3570000,-698029.6875508688,143253.69733723265,-554775.9902136362,300.641427128843,543.028114504946,240
3575000,-699307.3124436499,142472.43886286597,-556834.8735807838,299.0018278231638,543.5083213651808,240
3580000,-699180.6215209439,142550.76803035632,-556629.8534905876,299.1662144542794,543.568889632711,240
3585000,-698333.0537941838,142730.01396228492,-555603.0398318989,299.5423915009017,543.9994681653901,240
3590000,-699351.1958583375,143576.20014549603,-555774.9957128414,301.31825227424304,542.0737708024191,240
3595000,-697343.6191586647,142902.10511412186,-554441.5140445428,299.90355306563754,542.6764720713561,240
3600000,-698642.955357783,142526.0180864638,-556116.9372713192,299.1142726294503,541.5987404523972,240
3605000,-699286.3957736492,142849.01170592074,-556437.3840677284,299.7921278228032,541.4444785514619,240
3610000,-698220.0634456575,144200.37251142092,-554019.6909342366,302.62818056477994,543.1884639564146,240
3615000,-698049.4806936546,143343.55531754237,-554705.9253761122,300.8300088683819,543.3025623377836,240
3620000,-697690.4385448997,142191.5468782832,-555498.8916666165,298.41232982985747,543.2308684770796,240
3625000,-698127.7527854312,142886.32087491162,-555241.4319105196,299.87042724556784,544.1911582036319,240
3630000,-696873.1496414156,143355.46937319293,-553517.6802682227,300.8550124721998,544.325302383815,240
3635000,-698080.9437623546,142157.6113476889,-555923.3324146657,298.3411105417142,541.1129312070393,240
3640000,-695991.5430478631,141898.23915013947,-554093.3038977236,297.7967753582024,545.0914080542999,240
3645000,-698629.7086695312,143301.24555528886,-555328.4631142423,300.7412148788248,544.0191267345249,240
3650000,-697659.4202452893,144030.04178388653,-553629.3784614028,302.2707135397628,543.3635665917731,240
3655000,-699779.992632607,142358.81260446098,-557421.180028146,298.76336444580494,541.5552921023842,240
3660000,-698001.5214061113,143947.08814775822,-554054.433258353,302.0966217011946,544.0623809010712,240
3665000,-698333.2864171858,142777.7965846411,-555555.4898325447,299.64267118683057,544.6612275506594,240
3670000,-696680.5511948382,143048.63676729353,-553631.9144275447,300.21107382180605,545.0678786893859,240
3675000,-698510.5175720644,143426.66787069017,-555083.8497013743,301.00443422043304,542.449101308728,240
3680000,-698071.8960732291,142780.6378386382,-555291.258234591,299.64863402529414,544.9860545931881,240
3685000,-698708.0100866645,143060.89617516185,-555647.1139115026,300.2368022040104,544.2997827662382,240
3690000,-697786.1717880508,143933.94875052167,-553852.2230375292,302.0690465166776,543.6763603588556,240
3695000,-698763.1756830877,143991.2593831797,-554771.916299908,302.18932229812157,544.1048863610997,240
3700000,-697646.8166967127,143030.56637434382,-554616.2503223689,300.1731501323924,542.8297450393965,240
3705000,-698070.6777858143,143259.26752892666,-554811.4102568876,300.6531170915553,543.145861288216,240
3710000,-696922.6075578863,143038.3494869292,-553884.2580709571,300.18948427328127,543.2461508510337,240
3715000,-696263.5910542272,142911.37191834385,-553352.2191358834,299.9230009772657,542.9962949757969,240
3720000,-699800.0840839646,143454.28566561974,-556345.7984183448,301.0623947019851,542.7086027782781,240
3725000,-697294.664033561,142743.26693721832,-554551.3970963426,299.57020504688165,544.4070491498424,240
3730000,-697802.7597638858,142249.16912139137,-555553.5906424944,298.5332595770431,543.1466290969117,240
3735000,-697279.4377953135,142865.82803768793,-554413.6097576256,299.82741965872464,544.4614996521711,240
3740000,-697987.2644798774,143372.87827431038,-554614.386205567,300.8915479122896,543.5990172257298,240
3745000,-696627.2545159012,142795.94296980748,-553831.3115460938,299.6807543584,544.7155203118765,240
3750000,-696272.9189321403,143390.58598969065,-552882.3329424497,300.9287104632189,544.274151973894,240
3755000,-698215.5142374649,144393.42348341428,-553822.0907540505,303.03332975679035,543.8627668966425,240
3760000,-697177.1940610972,143064.5491587586,-554112.6449023386,300.2444685904439,542.6079834247098,240
3765000,-698381.4433057434,143117.98327330573,-555263.4600324377,300.35660886153926,544.3349587938455,240
3770000,-696951.9943260849,143403.36208463664,-553548.6322414482,300.9555231981716,544.4239917263108,240
3775000,-697388.888112925,143852.95652789122,-553535.9315850338,301.89907102668633,544.588502680539,240
3780000,-699104.5793804494,142636.0608934243,-556468.518487025,299.3452155450247,543.1633227375632,240
3785000,-697705.1588223423,142677.08919285212,-555028.0696294901,299.4313201742379,545.7600819015643,240
3790000,-698506.0981898429,144333.88030652472,-554172.2178833182,302.9083686143654,543.0586474421065,240
3795000,-697510.9532363159,144027.50554113815,-553483.4476951777,302.26539081753236,544.702497632253,240
3800000,-698309.3930820152,142982.83220476215,-555326.5608772531,300.0729721325739,543.1141712040549,240
3805000,-698106.348477005,143373.08715157746,-554733.2613254276,300.8919862755628,544.7292352919702,240
3810000,-698246.0040888181,142625.47240940534,-555620.5316794128,299.3229938711289,543.7945278518072,240
3815000,-697340.0536789983,142778.5095558436,-554561.5441231546,299.64416747407347,542.8266585107139,240
3820000,-698010.2161003933,142639.3960373549,-555370.8200630385,299.35221489268275,543.8443067814055,240
3825000,-697245.8424799363,143396.37392214514,-553849.4685577912,300.94085739070204,544.1541655643795,240
3830000,-696861.0278447438,142518.40166029372,-554342.6261844501,299.0982883073982,543.9482420961266,240
3835000,-697230.2254787451,144239.89236674365,-552990.3331120014,302.7111194761308,544.155081336037,240
3840000,-699149.7403684799,143925.76566515132,-555223.9747033286,302.0518729671652,544.1593637955892,240
3845000,-697974.5091783162,142975.9759124849,-554998.5332658313,300.05858307642137,544.7144490744088,240
3850000,-697774.5808488606,143868.52137581003,-553906.0594730505,301.93173641807476,542.468658639375,240
3855000,-698845.062791123,143252.9591124643,-555592.1036786587,300.6398778428418,543.2954909572376,240
3860000,-698174.8125682897,141601.58499857347,-556573.2275697163,297.17419786702226,542.0221878949557,240
3865000,-697545.4844274609,143428.32979733899,-554117.154630122,301.0079220466377,543.6606712962857,240
3870000,-698549.7367735184,142688.21041839113,-555861.5263551272,299.45465989376777,543.3325171325948,240
3875000,-697102.8598317881,142492.6492233337,-554610.2106084544,299.04424258611056,543.2540047289141,240
3880000,-698488.5551269432,143009.88647331294,-555478.6686536302,300.1297499614064,543.0835064172729,240
3885000,-696315.4663723195,142988.43828771802,-553327.0280846015,300.08473741899775,543.460621813282,240
3890000,-699141.1694562854,142635.33125597337,-556505.8382003121,299.34368428092046,543.1544671216143,240
3895000,-698498.0186754875,142987.80969980542,-555510.208975682,300.0834182239569,541.8356416253519,240
3900000,-697428.2838989417,142280.53276743647,-555147.7511315052,298.59908134277924,544.5280531420038,240
3905000,-698039.8619708358,143116.28462714818,-554923.5773436876,300.3530439734108,542.4525875551866,240
3910000,-697464.6502618697,142634.91406228748,-554829.7361995822,299.34280873140625,543.7894665310419,240
3915000,-696932.3832782037,142903.20282848575,-554029.1804497179,299.9058567996359,544.2902402011839,240
3920000,-698449.5340015641,142741.82311383335,-555707.7108877308,299.5671749462207,543.317928395019,240
3925000,-696825.7094432968,143204.02216803952,-553621.6872752572,300.5371756223431,544.0277717116861,240
3930000,-696744.8693380719,143584.4680057766,-553160.4013322953,301.335603737837,542.0099489153706,240
3935000,-698479.0632445747,142812.69113800357,-555666.3721065711,299.715903141865,541.7940530976239,240
3940000,-696996.6863251869,142715.7259867102,-554280.9603384767,299.5124058359771,544.4593681136794,240
3945000,-699403.0643941378,142412.2281233606,-556990.8362707773,298.87546569087795,542.6990245357948,240
3950000,-697202.6367981089,143394.82511509574,-553807.8116830132,300.93760696456764,543.9887551870689,240
3955000,-697906.1388721345,142851.80416265657,-555054.334709478,299.7979882521943,543.6891334374242,240
3960000,-697645.0614485075,142987.7547092329,-554657.3067392746,300.08330281720293,543.2552244348772,240
3965000,-697743.4739281381,143060.53845210315,-554682.935476035,300.23605146338116,543.2428046674096,240
3970000,-698873.532712514,143490.509743686,-555383.022968828,301.1384168831134,542.9437489474518,240
3975000,-698494.0128142312,142901.5374111722,-555592.475403059,299.9023616476976,542.3056241865191,240
3980000,-698762.0265654176,144207.13413879462,-554554.892426623,302.64237095107444,544.2121759526959,240
3985000,-696924.4985625576,142834.11917364303,-554090.3793889146,299.7608733962805,545.0313772656241,240
3990000,-698987.2927692528,142691.7454676337,-556295.5473016191,299.4620787755769,542.8377188466304,240
3995000,-697295.6985290158,142779.69804395543,-554516.0004850603,299.6466617117002,544.4565614980706,240
4000000,-698709.3527087332,143272.39103568194,-555436.9616730512,300.6806589272857,543.3724312809072,240
4005000,-698388.1526993937,141753.31186366556,-556634.8408357281,297.49262162922145,542.227058536981,240
4010000,-698580.3280671579,143986.86230750155,-554593.4657596564,302.18009431216626,542.8206963616456,240
4015000,-699734.5599337998,143278.90138194192,-556455.6585518578,300.694321958866,541.4462972763898,240
4020000,-696196.9886435317,143481.59366002283,-552715.3949835089,301.11970501621767,545.4361864799738,240
4025000,-697807.1390418857,143725.05561671685,-554082.0834251689,301.6306499444994,543.501340394148,240
4030000,-697781.9758448643,142373.94297327154,-555408.0328715928,298.7951180113795,542.4595845671122,240
4035000,-697518.1410108586,143624.40045885174,-553893.7405520069,301.4194085533805,543.2977266910751,240
4040000,-698174.7788218018,142693.56199143882,-555481.2168303629,299.46589104932156,542.3935969706416,240
4045000,-698668.7332544816,142326.81258668617,-556341.9206677955,298.69620714940845,544.5125261328214,240
4050000,-697898.3279744685,142253.07097048574,-555645.2570039828,298.54144824862357,543.5936359367629,240
4055000,-695860.5248969328,143129.0852808478,-552731.439616085,300.37990824894416,544.8561408410724,240
4060000,-697220.721719949,143135.66918432817,-554085.0525356209,300.39372565244025,544.7736490739928,240
4065000,-697646.8460406694,143459.75799958722,-554187.0880410821,301.0738792941757,543.9917710689449,240
4070000,-698236.2692757845,143653.05486178072,-554583.2144140038,301.4795445271823,542.6944988181889,240
4075000,-697603.2167132879,142533.0228892464,-555070.1938240414,299.1289733593056,542.1549380987551,240
4080000,-696492.4776793038,142154.5159275325,-554337.9617517714,298.3346142937941,545.3622204773387,240
4085000,-698296.1143032629,143513.49099959034,-554782.6233036725,301.1866468255213,542.8472925158919,240
4090000,-698090.318764748,142554.6353423257,-555535.6834224224,299.17433064402695,542.253615543575,240
4095000,-698002.4662438813,142596.0746108733,-555406.3916330079,299.2612977594795,542.9897970140331,240
4100000,-698349.9061394972,143062.51989515004,-555287.3862443471,300.24020984725865,543.3192094954226,240
4105000,-697581.7423600899,142861.07772357165,-554720.6646365182,299.8174503438533,543.1655603611295,240
4110000,-697151.0507431612,142923.33759107854,-554227.7131520826,299.94811290801783,544.267797566245,240
4115000,-698047.6677413601,142604.06684581618,-555443.6008955439,299.2780707780042,543.9105813856031,240
4120000,-698025.1521232398,142781.5160457726,-555243.6360774672,299.650477087296,544.370222017803,240
4125000,-697929.4500412694,142665.25958802082,-555264.1904532486,299.4064938043434,543.8249703030958,240
4130000,-699019.1867961446,143243.45491394732,-555775.7318821973,300.6199317202707,543.0419515004174,240
4135000,-699236.1789581021,144097.49607927486,-555138.6828788272,302.41227746452336,543.2643525506243,240
4140000,-698768.4506892003,142328.308053727,-556440.1426354733,298.69934563276865,543.6375397033396,240
4145000,-696909.1869029491,142870.34073334502,-554038.8461696041,299.83689029220744,543.2000225744724,240
4150000,-698159.3100252324,142690.34226357238,-555468.96776166,299.4591339212423,541.0906722327458,240
4155000,-697213.087511871,142127.1050732574,-555085.9824386137,298.27708811121545,543.213130611351,240
4160000,-697804.7752728127,141654.08953933785,-556150.6857334748,297.2843872747622,542.6752521737654,240
4165000,-697902.6341969119,141486.8826042394,-556415.7515926725,296.93347604155684,544.8420670559275,240
4170000,-699161.7956393501,142064.56053856137,-557097.2351007888,298.14582812617044,542.4536629514563,240
4175000,-697888.8808527584,143451.48453372275,-554437.3963190357,301.05651606634257,542.5331281767405,240
4180000,-698608.8101477651,142553.46908171786,-556055.3410660472,299.17188305447036,542.9442743502618,240
4185000,-698327.6786665623,143971.12821897725,-554356.5504475851,302.1470737415531,543.90763074384,240
4190000,-698432.8683764213,143889.4670211883,-554543.401355233,301.97569429724786,542.888763568723,240
4195000,-696153.210464498,143044.6949898387,-553108.5154746594,300.2028013539991,545.6764868245585,240
4200000,-696761.2841197206,143910.26039894944,-552851.0237207711,302.01933261780187,545.2923001858742,240
4205000,-697042.2313887752,142629.74824292917,-554412.483145846,299.3319674104976,544.9279541497423,240
4210000,-697322.8762713773,143707.80621095526,-553615.0700604221,301.59444923162647,545.7296783229366,240
4215000,-696783.1613245667,142846.3895570708,-553936.7717674959,299.7866248125002,545.2427205613402,240
