#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
775000,-1878886.517519245,348386.6446926035,-1530499.8728266414,301.5250817483088,1370.4726405712534,111
780000,-1878481.4717102423,347791.7874455925,-1530689.6842646499,301.0102388782791,1370.9875300320273,111
785000,-1879111.9518577075,346431.76442871685,-1532680.1874289906,299.83315285161797,1372.6833339203724,111
790000,-1879299.7282794202,345811.66458229336,-1533488.0636971267,299.29646276968344,1368.9444624553523,111
795000,-1880758.7576535223,347371.8989337666,-1533386.8587197557,300.6468296610136,1369.1742215740353,111
800000,-1879150.235658627,346628.3275187977,-1532521.9081398293,300.00327619792944,1370.4112384123641,111
805000,-1878684.1891342234,346570.81435569737,-1532113.374778526,299.9534991428396,1369.0053318814425,111
810000,-1880289.2974443827,347656.73004531534,-1532632.5673990673,300.89334807813026,1370.5322990487705,111
815000,-1880681.0382809276,348086.38156538573,-1532594.6567155418,301.2652070792892,1370.8209328892665,111
820000,-1881709.781023657,344657.6451684298,-1537052.1358552272,298.29767075682844,1368.4030974910524,111
825000,-1877855.4094201606,346250.1584945768,-1531605.2509255838,299.67597477096604,1364.970024489998,111
830000,-1880117.7903846242,346304.29699387413,-1533813.4933907501,299.72283108901104,1369.3899711789795,111
835000,-1876801.5790241966,346922.2723538659,-1529879.3066703307,300.25768244964337,1372.2093462092785,111
840000,-1877136.8853347544,348534.62764869747,-1528602.257686057,301.65315948496533,1372.8768676919872,111
845000,-1879016.6756612388,347319.3942471232,-1531697.2814141156,300.60138739112904,1372.061114330808,111
850000,-1881245.7341881935,346083.8362381568,-1535161.8979500367,299.53202455723766,1372.274036929305,111
855000,-1878732.3278187606,346341.63687446655,-1532390.690944294,299.7551483741873,1371.61505889972,110
860000,-1879552.3424692024,347407.66584029945,-1532144.676628903,300.67778555321127,1371.122624029996,110
865000,-1878316.1882143132,347352.3573574813,-1530963.830856832,300.62991662638194,1371.0557973207665,110
870000,-1881985.4516761014,348671.8559550546,-1533313.595721047,301.7719291821477,1365.7041048148456,110
875000,-1877741.697158835,348227.4535649804,-1529514.2435938544,301.3873034537002,1370.731515997507,110
880000,-1875800.8098297482,348574.6148339144,-1527226.1949958338,301.6877679852483,1371.8067308625468,110
885000,-1878918.0823367713,347844.46540377045,-1531073.6169330007,301.0558311129067,1369.4928036837175,110
890000,-1878592.4489164809,347460.0774355619,-1531132.371480919,300.7231472534568,1370.7272719592404,110
895000,-1879257.0220322926,346147.77676102705,-1533109.2452712655,299.58736442654435,1368.9957449705632,110
900000,-1878708.375397996,344455.4444130409,-1534252.9309849553,298.12266806878904,1372.1442950416463,110
905000,-1881736.9094680697,347784.0188404013,-1533952.8906276682,301.0035152298527,1369.065250247615,110
910000,-1877788.6729325838,347841.168020562,-1529947.5049120218,301.05297726142686,1373.3321810537461,110
915000,-1880792.9237421472,346033.3550199262,-1534759.568722221,299.48833357859195,1370.1761463699647,110
920000,-1878654.7207543459,344927.6379615651,-1533727.0827927808,298.5313467609514,1367.4319537284555,110
925000,-1880490.4883749355,346018.75357958034,-1534471.7347953552,299.47569618114574,1368.4572111167724,110
930000,-1880019.964429521,348023.01654282847,-1531996.9478866926,301.2103652996239,1368.5383847942344,110
935000,-1878873.1410579775,348160.793974628,-1530712.3470833495,301.3296102592666,1369.9515182245293,110
940000,-1879835.272355142,348156.3120946358,-1531678.9602605063,301.32573123792173,1368.1363977334993,110
945000,-1878976.8250483451,344728.9227100974,-1534247.9023382477,298.35936074094684,1366.7158285462922,110
950000,-1878695.2336993087,345519.0064940359,-1533176.2272052728,299.0431701841884,1370.8073013276828,110
955000,-1879210.8714834573,347745.3363944903,-1531465.535088967,300.97003596810947,1371.0741835842114,110
960000,-1875063.080152128,345262.03682779666,-1529801.0433243313,298.82076556334545,1366.7976253408744,110
965000,-1877717.2709512776,348136.9897704738,-1529580.2811808037,301.3090079637628,1367.8610169230421,110
970000,-1879799.677991639,347887.19606020267,-1531912.4819314363,301.0928140594982,1369.123878853135,110
975000,-1878911.2013361193,346284.0939886824,-1532627.107347437,299.7053455944182,1370.5995899708134,110
980000,-1878591.9255762193,346607.4155156651,-1531984.5100605544,299.9851770728621,1370.0456471621524,110
985000,-1880206.3738596216,346787.71333967417,-1533418.6605199473,300.1412229975598,1366.3700251747348,110
990000,-1879907.1579675889,346781.3359080582,-1533125.8220595308,300.1357033956502,1370.8836717698052,110
995000,-1880988.0900968472,346735.76696428243,-1534252.3231325648,300.0962639403596,1371.062389633865,110
1000000,-1876574.0380632346,346615.28981125355,-1529958.748251981,299.9919921952475,1370.2182103103173,110
1005000,-1877679.4585293103,347860.83845858625,-1529818.620070724,301.0700018245772,1371.3293072308802,110
1010000,-1880167.704933215,345881.06748509116,-1534286.6374481237,299.356530273012,1369.7963409674019,110
1015000,-1876830.8444304802,348112.15305970033,-1528718.6913707799,301.2875120443284,1372.4096757804057,110
1020000,-1879270.5875947652,347410.7761648919,-1531859.8114298733,300.6804775073699,1368.581723241751,110
1025000,-1881113.8795091668,347425.70691567915,-1533688.1725934877,300.69339991963886,1369.0858659146602,110
1030000,-1881412.756020572,348166.7599252339,-1533245.9960953381,301.33477372856595,1368.9671423096934,110
1035000,-1879746.645587693,345357.2518987338,-1534389.393688959,298.9031732344929,1367.8071133240953,110
1040000,-1877989.361146777,347678.96037296334,-1530310.4007738135,300.9125881995972,1371.8646763261565,110
1045000,-1878673.239551711,346681.4896172755,-1531991.7499344354,300.04928745104036,1370.394178532803,110
1050000,-1879505.1586317057,345394.6166050295,-1534110.5420266762,298.93551200606163,1370.675758514674,110
1055000,-1878994.183701652,346843.26363633364,-1532150.9200653185,300.18930121179835,1369.1178337146669,110
1060000,-1878463.318526592,345902.46682189126,-1532560.8517047008,299.3750511803898,1372.5322376070376,110
1065000,-1879632.3938005008,347036.6454774006,-1532595.7483231002,300.35667121958903,1366.3829298370267,110
1070000,-1879462.703534171,347309.910646678,-1532152.792887493,300.5931794318313,1368.5846567394474,110
1075000,-1880098.8299577292,346631.82852409047,-1533467.0014336389,300.0063062822429,1366.6460563534622,110
1080000,-1876450.403947845,347947.88643539476,-1528502.5175124505,301.145340959194,1369.3069821643835,110
1085000,-1878000.9530453533,346009.49843450246,-1531991.454610851,299.46768594763444,1368.3244013078604,110
1090000,-1877653.944726592,345741.0797816604,-1531912.8649449316,299.23537234585336,1370.1660577460987,110
1095000,-1879472.910872084,346568.2973307676,-1532904.6135413165,299.95132068347766,1371.5627323943445,110
1100000,-1880150.7636229442,346197.56003431557,-1533953.2035886287,299.6304513409732,1368.7662937977136,110
1105000,-1877949.195705845,347674.60539942,-1530274.590306425,300.90881901448734,1371.5645427935813,110
1110000,-1879878.5931551326,346082.0629537505,-1533796.530201382,299.53048979770045,1369.4865923619686,110
1115000,-1878868.0676698321,345059.10395769123,-1533808.963712141,298.64512923749845,1369.4302233577396,110
1120000,-1881274.4750303775,346124.8781029977,-1535149.5969273797,299.5675458719602,1371.455799778806,110
1125000,-1879367.1382125588,347303.5368142539,-1532063.601398305,300.5876629449854,1369.719823991848,110
1130000,-1878355.8334151264,347221.9190777566,-1531133.9143373698,300.51702362788075,1367.3471803182272,110
1135000,-1879797.2669038977,345482.3776007664,-1534314.8893031313,299.0114682512766,1370.830080347304,110
1140000,-1878648.1569958301,348352.74494353984,-1530295.4120522903,301.49574186182525,1372.1838106240639,110
1145000,-1880817.855609904,346683.262755239,-1534134.5928546651,300.0508220838328,1368.7126941083864,110
1150000,-1880265.2100694692,346387.695681304,-1533877.5143881652,299.79501180095303,1368.2740804356445,110
1155000,-1879633.8012860473,345874.3645601108,-1533759.4367259366,299.3507289599208,1369.9473057515415,110
1160000,-1878463.64593184,346705.31974759465,-1531758.3261842453,300.06991218537513,1368.4433453282418,110
1165000,-1877881.5434385538,345810.4970120286,-1532071.0464265253,299.2954522495476,1369.2604374598372,110
1170000,-1881289.8102733921,347008.1533272331,-1534281.656946159,300.33201155470425,1368.0957263872633,110
1175000,-1881078.6031165263,345440.59822249133,-1535638.004894035,298.9753086262115,1371.2483281857558,110
1180000,-1878868.250360757,347049.17120856943,-1531819.0791521878,300.3675121119486,1370.5554945280924,110
1185000,-1880154.3288605213,347681.34456007666,-1532472.9843004446,300.9146516891862,1367.4750786976153,110
1190000,-1879448.8324377201,348671.41729675763,-1530777.4151409625,301.77154952787316,1370.7727657613173,110
1195000,-1877348.1449376084,347128.6532506603,-1530219.491686948,300.4363030073634,1370.5991617209297,110
1200000,-1879656.1624655044,347899.92636822775,-1531756.2360972767,301.1038320110369,1367.9208950839056,110
1205000,-1879823.8434656765,345591.62801698584,-1534232.2154486906,299.10602337037614,1369.4747122931635,110
1210000,-1880453.903307503,347086.96874268196,-1533366.9345648212,300.4002254915709,1368.3601128672685,110
1215000,-1877670.9417843167,347849.5260594476,-1529821.4157248691,301.0602110586939,1368.7592251971362,110
1220000,-1880200.535094075,347510.721540236,-1532689.813553839,300.76697920865524,1369.0859872287422,110
1225000,-1878656.7538494458,347157.20591935096,-1531499.5479300949,300.46101505041173,1372.8690046560705,110
1230000,-1878026.2550066467,347167.59135430364,-1530858.6636523432,300.4700035382622,1371.4027243766989,110
1235000,-1876819.4888176136,346391.55961324484,-1530427.9292043687,299.79835599457266,1371.1263330335303,110
1240000,-1880501.593147166,346713.7259002036,-1533787.8672469626,300.07718762457813,1366.6676551363519,110
1245000,-1878676.1404622393,346244.6972369574,-1532431.4432252818,299.67124810829046,1368.3045204598084,110
1250000,-1879047.6316605434,349217.11033166095,-1529830.5213288823,302.2438412746015,1371.4857817820944,110
1255000,-1880158.2271089088,346631.2273241292,-1533526.9997847797,300.00578594981846,1367.7249353567613,110
1260000,-1879156.0126001723,347683.3885191084,-1531472.624081064,300.91642071484637,1367.4150343808913,110
1265000,-1880852.903557945,346649.26809192385,-1534203.6354660213,300.0214000500343,1369.26085030096,110
1270000,-1878401.3492333032,345425.3010566402,-1532976.048176663,298.9620690854482,1371.8052058179476,110
1275000,-1876291.6499193087,346932.7757575807,-1529358.874161728,300.26677303825227,1369.9029251995144,110
1280000,-1879470.8309289292,347010.42441303935,-1532460.4065158898,300.3339771562674,1370.2243507827525,110
1285000,-1878873.5598066766,346390.3721234645,-1532483.187683212,299.7973282342995,1370.8042715786348,110
1290000,-1879240.6594075542,347330.89434974204,-1531909.7650578122,300.61134061245673,1372.0003364634772,110
1295000,-1877443.4786885018,346867.64231877733,-1530575.8363697245,300.2104007123927,1371.3408164790446,110
1300000,-1881276.838638693,347213.4530228945,-1534063.3856157986,300.50969634388963,1369.9905242394855,110
1305000,-1879217.6143272119,346710.94432619563,-1532506.6700010162,300.07478020069175,1370.7787735248844,110
1310000,-1878179.768065082,347005.6468029409,-1531174.121262141,300.3298421835368,1371.1872635870684,110
1315000,-1878664.876302381,346461.9368177556,-1532202.9394846256,299.85926674607987,1370.2957851449557,110
1320000,-1878803.6386609534,347882.83785678615,-1530920.8008041673,301.0890420789661,1371.7758342137838,110
1325000,-1879473.2780536106,346404.6458323699,-1533068.6322212406,299.80968198353224,1371.889495263706,110
1330000,-1879305.9842050616,345689.1472744796,-1533616.8369305818,299.19042529144804,1366.803755646483,110
1335000,-1879365.5398912802,348236.4685593724,-1531129.0713319078,301.39510583924636,1369.3774727821808,110
1340000,-1878600.7236619378,346241.5929493018,-1532359.1307126358,299.668561379039,1370.3872224614029,110
1345000,-1881049.2027460914,346548.33464524103,-1534500.8681008504,299.9340431830998,1369.4964262281828,110
1350000,-1877840.9275571946,349657.2448268216,-1528183.682730373,302.6247731836035,1371.7088523010732,110
1355000,-1881421.561503265,348108.4939976744,-1533313.0675055906,301.2843451635271,1371.7542993822606,110
1360000,-1878143.3887225436,345564.64399702905,-1532578.7447255147,299.08266897678124,1372.138760742913,110
1365000,-1878778.2853610357,346774.8701565198,-1532003.415204516,300.1301073537499,1370.6278019119634,110
1370000,-1882078.4051648425,347067.05958638096,-1535011.3455784614,300.3829943201909,1368.2722444986423,110
1375000,-1878927.7342995387,347422.62640181615,-1531505.1078977226,300.6907337663619,1369.138959664256,110
1380000,-1878635.5630324315,345327.03362079355,-1533308.529411638,298.87701962365554,1370.1541812724017,110
1385000,-1878709.9932412794,346253.04984361987,-1532456.9433976596,299.67847720402386,1370.5058323940411,110
1390000,-1878177.7391833812,346770.3534255837,-1531407.3857577974,300.1261981692691,1372.9613147592831,110
1395000,-1877781.5545363454,347834.9805333641,-1529946.5740029812,301.04762205447054,1372.2722189757285,110
1400000,-1880105.2195242997,346209.6659654957,-1533895.553558804,299.6409289007314,1371.1177947179508,110
1405000,-1880609.8576523643,347886.31091824616,-1532723.5467341181,301.0920479781778,1369.4585645222348,110
1410000,-1876848.0085487235,346493.0388896676,-1530354.969659056,299.88618527157075,1370.6393811403605,110
1415000,-1879463.60167085,345874.38532350655,-1533589.2163473435,299.3507469304277,1370.3556228068996,110
1420000,-1879244.5336577352,346596.74100583885,-1532647.7926518964,299.9759383936618,1367.9640177211286,110
1425000,-1879636.6562650772,347885.636278387,-1531751.0199866903,301.091464084272,1369.5761133856026,110
1430000,-1881304.3325371463,348734.4539117432,-1532569.8786254032,301.8261070741403,1369.1611453547039,110
1435000,-1878491.2120105047,347263.68131566385,-1531227.530694841,300.55316841813266,1369.6664468932775,110
1440000,-1881669.7692672145,348547.93734792183,-1533121.8319192927,301.66467889366777,1369.516503860444,110
1445000,-1879541.119856053,347652.91350754816,-1531888.2063485049,300.89004490368376,1368.3296527208656,110
1450000,-1877103.9566127285,344992.48106495454,-1532111.475547774,298.5874678044764,1368.9525971165865,110
1455000,-1879501.5024490142,347115.2465802779,-1532386.2558687362,300.42469967111447,1368.4021684233433,110
1460000,-1878419.9947838197,347519.00764589757,-1530900.987137922,300.77415074845175,1369.8002780528852,110
1465000,-1879378.060774412,345440.7431357668,-1533937.3176386452,298.9754340471709,1371.6746077058333,110
1470000,-1877954.0954987295,347512.1501621142,-1530441.9453366152,300.76821566629553,1371.1002785583191,110
1475000,-1880241.4564375393,345667.61777321226,-1534573.838664327,299.1717917280536,1370.0721843072965,110
1480000,-1880819.1084172148,347784.6880164172,-1533034.4204007976,301.004094394858,1367.8896628193017,110
1485000,-1878723.4671884365,348193.4942602805,-1530529.9729281561,301.35791202242194,1367.6056915803626,110
1490000,-1880219.4232284892,347472.38586261345,-1532747.0373658757,300.7338000713229,1367.2757752402367,110
1495000,-1878632.5091962982,346951.18300849106,-1531681.3261878071,300.2827043258606,1369.5650317974844,110
