#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
435000,-725256.3652576213,143625.5554170435,-581630.8098405778,299.361109713057,546.9483453084915,252
440000,-724239.0794537864,144147.5531728792,-580091.5262809072,300.4491182293753,547.2673211546054,252
445000,-724928.7438728055,144827.238223978,-580101.5056488275,301.8657969712712,547.5768745425326,252
450000,-726190.1516087218,143887.0664465339,-582303.0851621879,299.90618145717053,545.9210479370972,252
455000,-725611.2708110255,144556.2860411606,-581054.9847698649,301.30104687584515,548.780486863301,252
460000,-724185.5349285738,144222.007405116,-579963.5275234578,300.6043044113923,546.0806372209439,252
465000,-726030.868309373,144372.66993799273,-581658.1983713803,300.9183328090768,547.5736976700211,252
470000,-724959.975902576,144143.08841909937,-580816.8874834767,300.43981226956726,547.5175547833313,252
475000,-725448.538390269,143509.1085848841,-581939.429805385,299.11839766368246,547.4571270329823,252
480000,-724823.0229045483,143639.50992935488,-581183.5129751934,299.39019533280555,545.7416128111965,252
485000,-726001.0249904157,143839.82336967613,-582161.2016207395,299.8077119342967,546.8104890389716,252
490000,-724039.6029675556,144230.6691614667,-579808.933806089,300.6223582527556,547.987619063595,252
495000,-724317.6005373574,143586.13808950246,-580731.4624478549,299.278951528322,546.3293341167287,252
500000,-726113.8733515632,143224.13913432494,-582889.7342172383,298.5244311463312,547.2464263456133,252
505000,-725492.0484626405,143495.2410831251,-581996.8073795154,299.08949340146074,548.3698341869117,252
510000,-725632.4148656745,142505.33560354987,-583127.0792621246,297.02621711322496,546.9980359887776,252
515000,-724001.0105824261,143490.5632813027,-580510.4473011234,299.07974338211,549.2407000883406,252
520000,-726492.9317201157,144838.71039980854,-581654.2213203071,301.88970861622516,546.5573193787137,252
525000,-727194.3498193799,145917.2961086565,-581277.0537107233,304.1378225663074,546.3517824603816,252
530000,-724548.5250541084,143869.70326665026,-580678.8217874581,299.869991095483,547.9361636770185,252
535000,-723576.127241347,144542.1018850823,-579034.0253562647,301.2714826058124,546.3775680779422,252
540000,-724945.8430078523,144120.440076626,-580825.4029312263,300.39260595648244,548.24154543352,252
545000,-726312.0707728323,143454.00528251333,-582858.0654903189,299.00354494336636,544.9124095722051,252
550000,-724377.9227810549,144105.8112140153,-580272.1115670395,300.3621147773029,546.2040495223231,252
555000,-725240.3058071733,144545.13921875015,-580695.1665884231,301.277813370381,546.1781483685504,252
560000,-724725.4909427385,144278.9012689347,-580446.5896738038,300.722889228413,546.9330202643342,252
565000,-724546.6155639859,144097.84466174594,-580448.77090224,300.3455099612518,548.0553726296488,252
570000,-725783.5437030769,144688.37157810148,-581095.1721249754,301.57635493506103,545.8200418973638,252
575000,-725148.2247855901,143623.79550757853,-581524.4292780116,299.35744150478513,546.8666537310984,252
580000,-725160.4545459128,143444.6241455758,-581715.830400337,298.98399168520257,546.996894983925,252
585000,-726070.2430138388,144135.80397098648,-581934.4390428523,300.42462917443913,545.115373294606,252
590000,-723613.030542817,144519.174276702,-579093.856266115,301.2236942142002,547.879504756919,252
595000,-723861.876898624,144410.18522789632,-579451.6916707277,300.9965265454501,548.3274327681577,252
600000,-724720.8393834895,144503.5840129825,-580217.255370507,301.19119917086175,546.5316833400574,252
605000,-725508.4845202784,143950.57315510014,-581557.9113651783,300.0385495353681,548.5832794331563,252
610000,-724825.8897368726,144292.0017573142,-580533.8879795584,300.7501947920203,546.9460216289365,252
615000,-725768.1320790155,144492.25535428541,-581275.87672473,301.16758666103175,547.795528758155,252
620000,-724203.6694898186,144635.77087721069,-579567.898612608,301.46671842821075,547.4488948980501,252
625000,-724938.506809948,144146.84807664447,-580791.6587333035,300.447648585685,549.102668139569,252
630000,-724622.9074663301,144313.27916127598,-580309.6283050542,300.7945436353951,547.3115654437846,252
635000,-724478.2945877132,144440.19066867855,-580038.1039190346,301.05906737966245,546.1741940733845,252
640000,-723732.7072977368,144891.71115841775,-578840.996139319,302.0001789699642,547.6108210264337,252
645000,-724566.6365631209,143793.35804416751,-580773.2785189534,299.7108634913643,547.2858688734566,252
650000,-725581.6363192908,143052.00946863805,-582529.6268506527,298.16565845030965,546.4325832937561,252
655000,-725127.3462722655,143457.8828104007,-581669.4634618649,299.0116269385791,547.3699325710093,252
660000,-725697.4932972165,144514.3221985754,-581183.1710986411,301.21358094787945,546.4221214310977,252
665000,-724484.8997646561,143761.3587753013,-580723.5409893547,299.6441668884515,546.3315031694553,252
670000,-725076.7396041248,142773.63610175555,-582303.1035023693,297.5854402587592,545.9966238379749,252
675000,-724722.7912369398,144034.07897776132,-580688.7122591785,300.2126020963261,548.2743868099867,252
680000,-725559.0235033273,143555.79802719323,-582003.2254761341,299.2157132369519,547.70870917294,252
685000,-726204.785270643,143677.20352269305,-582527.5817479499,299.4687607099629,545.2000451233758,252
690000,-724234.9071751628,143912.20797972998,-580322.6991954328,299.95858436872487,547.2376488209711,252
695000,-723246.1446916647,143876.29585252667,-579369.848839138,299.88373213076125,547.6664397120346,252
700000,-725030.1994981049,144331.02352569322,-580699.1759724116,300.8315285062816,547.2975584022205,252
705000,-726072.7606997807,144129.37372391328,-581943.3869758674,300.4112265046011,546.5285846609053,252
710000,-725697.5336647872,143982.27624763525,-581715.2574171519,300.104628813078,546.3728944002725,252
715000,-725615.2825021278,144792.9570054621,-580822.3254966657,301.79434406313493,546.1862676755719,252
720000,-723928.5399722294,144231.5377195542,-579697.0022526751,300.6241686026767,549.1589734606625,252
725000,-726962.4285387029,144959.26360960555,-582003.1649290973,302.1409796561144,547.2937109201,252
730000,-723834.9807993537,144364.42147593992,-579470.5593234138,300.9011404038228,546.531117959721,252
735000,-725265.3189243316,144095.22516724974,-581170.0937570818,300.3400501057477,546.3832078370929,252
740000,-724779.67017012,145108.61233354866,-579671.0578365712,302.45226966020886,548.0516967664685,252
745000,-722806.4623533511,144348.24301596504,-578458.2193373861,300.8674193733456,549.2467788755399,252
750000,-726255.9834768213,143295.1990759917,-582960.7844008296,298.6725425526316,546.6904902331894,252
755000,-726067.6489529791,144346.7968136678,-581720.8521393114,300.86440503008816,546.914017478018,252
760000,-724601.9388300548,144373.69607407151,-580228.2427559833,300.92047160139947,546.2255668276521,252
765000,-724466.2921546497,144227.3791624668,-580238.9129921829,300.61550085367566,549.7511533217398,252
770000,-725008.1649270919,145249.4195527956,-579758.7453742963,302.74575646544326,546.3183727941938,252
775000,-724630.2218977571,144036.60750553512,-580593.614392222,300.2178723483931,546.8916171328477,252
780000,-725108.0396158099,143497.28125787206,-581610.7583579379,299.093745771274,545.5094413558794,252
785000,-727111.3159567243,143782.927571244,-583328.3883854803,299.6891230849294,546.0499259677484,252
790000,-724599.7607781184,144169.70290345186,-580430.0578746665,300.4952852774666,547.436227119017,252
795000,-725649.3130346905,143865.72315860738,-581783.5898760831,299.8616952907633,548.0173913938977,252
800000,-723955.8802586375,143963.9172990381,-579991.9629595994,300.0663629542672,547.602951740663,252
805000,-724780.7224501725,143945.36833485708,-580835.3541153155,300.02770104284673,547.441354982789,252
810000,-724290.0151669076,143976.7275111304,-580313.2876557772,300.0930634902302,547.164851676412,252
815000,-724454.2437981837,143836.3729596798,-580617.8708385039,299.80052018793606,547.3338039435739,252
820000,-725570.5559525518,143224.91743798752,-582345.6385145643,298.52605337746854,546.785633913528,252
825000,-723246.0536932363,144043.99731497263,-579202.0563782637,300.23327504986463,548.3720383719331,252
830000,-724101.7964042025,144019.75224974175,-580082.0441544608,300.182740661249,548.2031625439465,252
835000,-724450.3177347798,145214.85351954098,-579235.4642152388,302.6737099132581,547.088828373016,252
840000,-725531.545385377,143672.1952002411,-581859.3501851358,299.4583217810226,545.1217437336802,252
845000,-725411.2169547072,143704.76865074254,-581706.4483039647,299.52621516017075,547.016174863779,252
850000,-726695.1645858879,144072.63630120025,-582622.5282846877,300.2929677603525,546.5621151287504,252
855000,-724074.8039167081,143639.64340630514,-580435.160510403,299.3904735410104,546.7286996754958,252
860000,-724155.8473335239,144123.18993462028,-580032.6573989036,300.3983375307718,548.4363253403702,252
865000,-724944.5131134056,144313.04818069225,-580631.4649327133,300.7940621987617,548.6209788847402,252
870000,-724892.2544291331,144837.73705392197,-580054.5173752112,301.88767985536924,547.4547459408085,252
875000,-725915.520501391,143597.32734454953,-582318.1931568414,299.3022734768292,547.9514522369032,252
880000,-724181.6553895585,144328.30778186716,-579853.3476076913,300.82586803671467,547.2968015392663,252
885000,-725873.2628150331,143598.12676807755,-582275.1360469556,299.3039397284498,549.3005673501402,252
890000,-724999.1379829864,145029.70745232148,-579969.430530665,302.28780691722864,546.5007145140601,252
895000,-724148.1190382773,144600.8418115686,-579547.2772267087,301.3939152016436,547.6524920255738,252
900000,-725781.1732159625,144567.73367922736,-581213.4395367352,301.3249073763341,545.4886039773552,252
905000,-724318.3957313919,144626.8488632969,-579691.5468680949,301.44812212772405,547.6068525958055,252
910000,-725566.1946420795,144591.7201457803,-580974.4744962992,301.37490276346796,548.2409314357644,252
915000,-725141.2828234872,143893.0737971099,-581248.2090263773,299.91870267687716,547.1364692091794,252
920000,-724054.5430963873,144824.03861852174,-579230.5044778655,301.85912798094245,546.9217693315087,252
925000,-723903.2645980935,143021.5912219984,-580881.673376095,298.1022571980524,547.6301423821892,252
930000,-725199.6793460045,143740.60939591032,-581459.0699500942,299.60091861538257,549.3971618052619,252
935000,-724673.7087530713,143696.19144238796,-580977.5173106833,299.50833754358774,546.6022882017432,252
940000,-725452.6100453138,144532.9462061525,-580919.6638391614,301.25239927348593,545.46760969225,252
945000,-725854.3253945066,144586.46587135823,-581267.8595231483,301.36395119278706,547.6831313648423,252
950000,-723641.6918044002,144376.45704278682,-579265.2347616134,300.9262263339475,547.6573417504402,252
955000,-723903.5869727605,146017.81820610812,-577885.7687666523,304.347342428956,546.7833104614509,252
960000,-725333.398595571,144996.31046715268,-580337.0881284184,302.2181970312151,544.369042839491,252
965000,-724313.5414853916,143547.66906466443,-580765.8724207272,299.19876990652324,548.7910457661878,252
970000,-724908.7984983926,143720.03931139145,-581188.7591870012,299.55804404956746,547.2797932844724,252
975000,-725224.3830584078,144712.2531898562,-580512.1298685516,301.62613177161256,546.2460456712196,252
980000,-722174.2706137365,144844.13484890974,-577330.1357648268,301.9010148847914,548.4182315145484,252
985000,-724874.0701264828,145347.98069025308,-579526.0894362297,302.9511890668921,548.2643910747772,252
990000,-726028.5855277884,145074.3310139408,-580954.2545138476,302.3808165413649,547.0649285272328,252
995000,-723493.3510611821,145234.66600594445,-578258.6850552376,302.7150054048487,549.6337470971239,252
1000000,-725346.514678942,144178.5969487233,-581167.9177302187,300.51382328245165,547.765491755598,252
1005000,-723808.7008985598,143838.52241634,-579970.1784822198,299.8050003358402,547.9619052466136,252
1010000,-724626.2915868536,143221.55665449364,-581404.7349323599,298.51904844110254,547.7817694032119,252
1015000,-726486.6202827804,143852.33692503587,-582634.2833577446,299.833794143748,545.8510543057472,252
1020000,-725767.2677229317,144480.81479290547,-581286.4529300262,301.14374091059767,547.043275260801,252
1025000,-724061.7753107417,143975.50802222214,-580086.2672885195,300.09052168942185,548.432013923565,252
1030000,-724396.9847535286,144594.19123932318,-579802.7935142054,301.3800533044218,547.4352116235998,252
1035000,-725109.4795954404,144032.72646491003,-581076.7531305305,300.2097830315232,547.8639341440509,252
1040000,-723919.9749713964,143637.37796163867,-580282.5970097578,299.3857516373953,548.0336799688462,252
1045000,-724364.6913682404,144258.22375026927,-580106.4676179711,300.6797907358375,547.7111373380578,252
1050000,-724769.9994866704,144562.68781062585,-580207.3116760445,301.3143901893361,547.8220692549178,252
1055000,-725508.9781224434,144018.42734602484,-581490.5507764185,300.1799791426195,547.419986566118,252
1060000,-725279.3236167729,144334.88126356536,-580944.4423532075,300.8395692528398,546.5934815097866,252
1065000,-726367.0636236281,145206.03905289178,-581161.0245707363,302.6553377753055,546.0769501395325,252
1070000,-724399.6553714625,144516.74719662202,-579882.9081748405,301.2186354112317,547.2485772118407,252
1075000,-725332.4626421076,143202.68262760623,-582129.7800145014,298.4797089961315,547.7540056229951,252
1080000,-723671.1411598045,144091.87897346463,-579579.2621863399,300.3330755789518,547.663339889841,252
1085000,-724673.2223627251,144197.4620676258,-580475.7602950992,300.5531441603631,548.1643503528117,252
1090000,-725465.4038373521,143819.34403061983,-581646.0598067322,299.7650265107432,545.6097393861277,252
1095000,-724393.0370373516,143284.67386998635,-581108.3631673653,298.65060469247464,547.3020822329008,252
1100000,-723737.1035130583,144914.2123904947,-578822.8911225635,302.0470786584278,545.7403216676989,252
1105000,-725328.4264594908,143922.11572883505,-581406.3107306557,299.9792352532993,548.5089812306145,252
1110000,-724040.1477842238,144590.56312624388,-579449.5846579799,301.37249116859977,548.016149462543,252
1115000,-724294.3979550372,143071.07124770788,-581223.3267073294,298.2053892302456,547.9880534074183,252
1120000,-724530.3391669486,143848.17128149798,-580682.1678854506,299.82511162434156,546.0910422557326,252
1125000,-725240.4741056706,143715.8027640147,-581524.6713416559,299.54921374412237,547.3407028201829,252
1130000,-725288.2885343633,144185.32370609057,-581102.9648282727,300.52784397357715,549.1262708427661,252
1135000,-723439.5030596992,143550.95588849907,-579888.5471712002,299.20562068755385,547.2368329673334,252
1140000,-725192.4063172378,143511.60562529735,-581680.8006919404,299.1236022861255,546.9318008015922,252
1145000,-726157.6668652305,143768.02501910913,-582389.6418461214,299.65806145016876,546.7439213437003,252
1150000,-724974.1969066276,143670.5700497399,-581303.6268568877,299.45493445307756,546.118812733249,252
1155000,-725749.6952227186,143772.6759838941,-581977.0192388245,299.6677555326405,548.0521112858037,252
1160000,-724088.2104482143,143324.46151831467,-580763.7489298997,298.7335347429232,547.2217859986134,252
1165000,-724190.6392986886,143872.42121317366,-580318.218085515,299.8756561561682,547.3464518432456,252
1170000,-725379.4458112745,144710.55077197417,-580668.8950393003,301.62258339399364,548.1270207906884,252
1175000,-724739.9733208516,144729.8515804851,-580010.1217403664,301.6628123869288,545.3725768082629,252
1180000,-725218.1199588953,145035.8067434313,-580182.3132154639,302.30051977010356,547.250856626637,252
1185000,-727056.5417235964,144099.81246027353,-582956.7292633229,300.3496114761194,545.9717112942164,252
1190000,-725176.1834064722,144576.2665749113,-580599.9168315609,301.34269263128823,547.4866267665041,252
1195000,-725288.3381931516,143953.85356824967,-581334.484624902,300.04538695450225,548.3191162082386,252
1200000,-724557.2838048413,144838.29251773687,-579718.9912871044,301.8888376177435,547.3316062127161,252
1205000,-723562.5736844894,144152.68824281415,-579409.8854416752,300.4598213401812,549.1976221813259,252
1210000,-725045.6901402064,143905.66291661622,-581140.0272235902,299.94494238592324,547.401458600443,252
1215000,-724278.9803742301,144613.94252153824,-579665.0378526918,301.4212212271149,548.4025754947301,252
1220000,-724623.8254160928,144221.89689180214,-580401.9285242907,300.6040740666728,546.5957427487488,252
1225000,-725190.8010399528,144190.69847868182,-581000.1025612709,300.53904670057585,548.4030417326816,252
1230000,-724478.8582436265,143804.14269937776,-580674.7155442488,299.73334212577055,546.9622065854745,252
1235000,-726489.3527884246,144712.68848428706,-581776.6643041375,301.6270390629613,547.4536875190764,252
1240000,-724714.7977890405,143591.4701387626,-581123.3276502779,299.2900652063783,548.5080872898279,252
1245000,-726260.224178656,143855.27242984474,-582404.9517488113,299.83991266474936,546.9870351399458,252
1250000,-726490.7225348423,143895.92944630663,-582594.7930885357,299.92465475351145,546.4154102549758,252
1255000,-724225.2506061755,143417.5566077572,-580807.6939984183,298.927574370505,545.6384610387863,252
1260000,-726071.4862482189,145102.15164301667,-580969.3346052023,302.4388035365684,545.1706982896544,252
1265000,-724851.9172158628,144563.84026757104,-580288.0769482917,301.3167922743203,545.0509331041459,252
1270000,-724455.9273743113,144595.50457837956,-579860.4227959317,301.382790718639,546.2129233990677,252
1275000,-724117.5499111558,143597.50906545814,-580520.0408456977,299.30265224071076,548.6802837747005,252
1280000,-725622.9808674254,144560.41426373372,-581062.5666036918,301.30965139811866,545.7095759888721,252
1285000,-725649.196223367,144686.84389475826,-580962.3523286087,301.57317075951795,545.4924561972234,252
1290000,-724905.7206815025,144574.32068417774,-580331.3999973247,301.33863677919635,545.7378072342656,252
1295000,-724341.0131934206,143871.00877460683,-580470.0044188137,299.8727121872099,547.3682417738904,252
1300000,-724113.6145909224,144879.40347268205,-579234.2111182404,301.9745258579596,547.1755786770171,252
1305000,-723690.8732439517,143049.71593600482,-580641.1573079468,298.160878002483,548.6452393106523,252
1310000,-724502.5622939714,144317.83516556578,-580184.7271284056,300.8040397901434,546.8150151992908,252
1315000,-726117.0875038183,144691.77244813842,-581425.3150556799,301.58344342446867,549.9753069199853,252
1320000,-724396.9965379634,143404.58795499863,-580992.4085829648,298.90054359405286,548.847087891798,252
1325000,-724098.4178953348,143857.95616806758,-580240.4617272671,299.8455064245106,546.8683294465142,252
1330000,-725751.4151005982,144626.95948303392,-581124.4556175643,301.44835269426306,546.549616677513,252
1335000,-723919.1463130591,144137.4064112792,-579781.7399017799,300.4279691671228,546.2285899668465,252
1340000,-726419.5862945379,144036.79846277874,-582382.7878317591,300.21827036371974,546.7315493581184,251
1345000,-723945.5439685378,144486.11942886224,-579459.4245396756,301.15479745065437,545.3594302937247,251
1350000,-725811.5974324192,143800.08957687786,-582011.5078555413,299.72489413581604,544.8199239713507,251
1355000,-725425.36247992,145593.73790164222,-579831.6245782778,303.4634248685766,546.5168212287192,251
1360000,-723866.535387517,144049.62872839882,-579816.9066591181,300.24501269758076,549.3887161504992,251
1365000,-724546.5336324377,144271.0783628357,-580275.455269602,300.70658381643966,548.4076363377468,251
1370000,-727347.9590959596,144702.89350336164,-582645.0655925979,301.60662322296025,545.2269045681899,251
1375000,-724515.3575186906,144494.80177450858,-580020.5557441821,301.17289420662553,549.1557804681646,251
1380000,-722818.867782373,143174.57854400517,-579644.2892383678,298.42113119199456,545.332224928426,251
1385000,-724336.0309389681,143755.8068223779,-580580.2241165901,299.63259486156943,547.2149523308069,251
1390000,-723517.5429718136,143834.2624124724,-579683.2805593412,299.796121139645,548.6654749429312,251
1395000,-726117.533711093,144461.9695701094,-581655.5641409836,301.1044615024683,545.6423560708574,251
1400000,-725768.8455107938,144001.88052779227,-581766.9649830016,300.14549033696136,547.6777044131574,251
1405000,-725574.9700154183,142978.31928950822,-582596.65072591,298.0120647967624,547.2865101246631,251
1410000,-724599.9182878817,144413.35440025572,-580186.5638876259,301.00313210357393,547.1322286944333,251
1415000,-725638.0481980378,145297.72934491577,-580340.318853122,302.84644936050023,546.6185638249082,251
1420000,-725606.0555712604,144543.99045965652,-581062.0651116038,301.2754189928898,546.879156764648,251
1425000,-724839.8553118822,144194.84273485598,-580645.0125770263,300.54768464194797,546.2931887367909,251
1430000,-725638.870879889,143683.04570219837,-581955.8251776906,299.4809376608877,546.678836397211,251
1435000,-725137.7335524405,143584.05394570756,-581553.6796067329,299.2746075130983,548.0069852153657,251
1440000,-725320.0050006546,145426.2940828933,-579893.7109177613,303.11441896047256,547.659314356742,251
1445000,-725514.0729910885,144615.5785248038,-580898.4944662848,301.42463117565535,546.1042565112119,251
1450000,-723526.0493697994,143505.10802653054,-580020.9413432688,299.1100592340436,547.2483783045483,251
1455000,-723741.9380910639,144208.98751293332,-579532.9505781305,300.57716683576496,546.5999214532611,251
1460000,-724467.5981023819,143434.0491881143,-581033.5489142677,298.96195012726633,546.666800699786,251
1465000,-726215.0982362856,144087.12015761985,-582127.9780786658,300.3231567007406,546.3224776722996,251
1470000,-726340.0571039882,144874.30238087324,-581465.754723115,301.96389356832145,546.2929886151221,251
1475000,-723914.7725980626,143924.6319777947,-579990.140620268,299.98447991243177,550.5714880072142,251
1480000,-725114.4006643831,144014.18932866372,-581100.2113357193,300.17114577326174,549.2288588307467,251
1485000,-726298.4059459507,144308.13935668688,-581990.2665892638,300.78383065607164,544.4903890954465,251
1490000,-724349.7700435934,143845.11684796217,-580504.6531956312,299.81874521823664,547.9117563391742,251
1495000,-726067.2765776766,143638.2446392192,-582429.0319384574,299.3875580677448,546.5976263299146,251
1500000,-724203.7795474427,144511.5954760742,-579692.1840713685,301.2078975952793,547.0416830498264,251
1505000,-724792.7964194715,143947.872489396,-580844.9239300755,300.0329204933789,548.1448736735568,251
1510000,-725654.9964989754,144659.6670804561,-580995.3294185193,301.51652567804666,547.9918609817175,251
1515000,-724470.407576107,144594.83853737309,-579875.5690387338,301.38140247840397,548.6430133708325,251
1520000,-725265.0856675124,144469.0449109037,-580796.0407566087,301.11920875176975,546.6021647595555,251
1525000,-724273.57252638,144534.578212758,-579738.9943136219,301.2558008917221,545.1311951745117,251
1530000,-725716.2381706983,144448.75724453636,-581267.4809261619,301.0769228347574,548.9803595308822,251
1535000,-724729.7970704087,143855.80657258866,-580873.9904978201,299.8410259872643,547.045688488175,251
1540000,-725419.4827150432,143451.10845432593,-581968.3742607173,298.9975070366839,546.4368316324991,251
1545000,-724861.2405822338,144093.75287327118,-580767.4877089625,300.3369813791693,547.7899641189933,251
1550000,-724551.6739884578,144451.41590475963,-580100.2580836981,301.0824643240312,547.3984371904921,251
1555000,-725020.9549412401,144614.88177661438,-580406.0731646258,301.42317893193336,549.8406008664188,251
1560000,-725618.3559579053,144567.6906129654,-581050.6653449399,301.32481761261533,545.9551688794677,251
1565000,-723917.655407412,144770.03161795513,-579147.6237894569,301.7465603005255,547.8848493715286,251
